,B_mature|Naive,B_mature|Memory_switched,B_mature|Memory_unswitched,B_mature|Memory_atypical,B_mature|HSP,B_mature|ISG,B_mature|CCL4,B_mature|GBP,B_mature|EGR,Cancer_Tissue,Cancer_Type
2021_Stephenson_NatMed_COVID19|MH8919227,0.7297297297297297,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A10,0.4144144144144144,0.35135135135135137,0.14414414414414414,0.0,0.0,0.018018018018018018,0.0,0.0,0.07207207207207207,Control,
2020_Adams_SciAdv_IPF|222I-b,0.3387096774193548,0.5860215053763441,0.07526881720430108,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|A23,0.5303643724696356,0.3360323886639676,0.13360323886639677,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N130064_N1,0.18115942028985507,0.06521739130434782,0.7536231884057971,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|M03,0.5846153846153846,0.3,0.05384615384615385,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,Control,
2022_Hwang_NatGenet_PDAC|U8_Untreated,0.7712765957446809,0.22872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2023_Terekhova_Immunity_PBMC|FE03,0.08157894736842106,0.29736842105263156,0.45789473684210524,0.1631578947368421,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|47I-b,0.234375,0.359375,0.375,0.0,0.015625,0.0,0.015625,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N154787_L2,0.0,0.42105263157894735,0.37593984962406013,0.0,0.15037593984962405,0.0,0.0,0.0,0.05263157894736842,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH8919230,0.795774647887324,0.07042253521126761,0.11267605633802817,0.02112676056338028,0.0,0.0,0.0,0.0,0.0,Control,
2021_Hao_Cell_Blood|P1_3,0.6759259259259259,0.2777777777777778,0.046296296296296294,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Fonseca_NatGenet_Endometriosis|sample23,0.3008849557522124,0.1592920353982301,0.1415929203539823,0.0,0.39823008849557523,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|FD04,0.7333333333333333,0.23333333333333334,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D10,0.21238938053097345,0.7123893805309734,0.0752212389380531,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M031-1,0.5795454545454546,0.30227272727272725,0.04318181818181818,0.056818181818181816,0.0,0.01818181818181818,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|Pan_T7935493,0.5529595015576324,0.14485981308411214,0.235202492211838,0.0,0.06697819314641744,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M035-2,0.11487179487179487,0.06871794871794872,0.06358974358974359,0.041367521367521365,0.0,0.7114529914529915,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N109389_L3,0.0967741935483871,0.025806451612903226,0.864516129032258,0.0,0.012903225806451613,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c58,0.621031746031746,0.051587301587301584,0.25727513227513227,0.0,0.057539682539682536,0.0,0.012566137566137565,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV01_CV0025,0.72,0.11428571428571428,0.11428571428571428,0.045714285714285714,0.0,0.0,0.005714285714285714,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Blood_nan_smartseq2,0.963302752293578,0.0,0.03669724770642202,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0061,0.3878787878787879,0.2727272727272727,0.3393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M026-3,0.5855855855855856,0.11711711711711711,0.16216216216216217,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M039-1,0.8391376451077943,0.12437810945273632,0.03648424543946932,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH8919279,0.8088829071332436,0.13997308209959622,0.05114401076716016,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C155_N_0_0_0_c1_v3,0.29292929292929293,0.1414141414141414,0.5656565656565656,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M007-5,0.6953405017921147,0.17323775388291518,0.10234966148944644,0.014137793707686181,0.0,0.014934289127837515,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C140_T_1_1_1_c2_v2,0.4406779661016949,0.2542372881355932,0.23728813559322035,0.03389830508474576,0.0,0.0,0.0,0.0,0.03389830508474576,Cancer_Tumor,CRC
2021_Stephenson_NatMed_COVID19|MH9179826,0.6616682286785379,0.22305529522024367,0.04967197750702906,0.06560449859418932,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Lake_Nature_Kidney|AKI3210034,0.14150943396226415,0.25471698113207547,0.6037735849056604,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c76,0.18421052631578946,0.13157894736842105,0.6754385964912281,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S060,0.5176470588235295,0.36470588235294116,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M009-1,0.6054254007398274,0.3279901356350185,0.02096177558569667,0.02466091245376079,0.0,0.016029593094944512,0.004932182490752158,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C123_T_1_1_0_c1_v2,0.2636363636363636,0.2909090909090909,0.41818181818181815,0.0,0.0,0.00909090909090909,0.0,0.0,0.01818181818181818,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|S16,0.3684210526315789,0.34210526315789475,0.2543859649122807,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D04,0.645021645021645,0.2943722943722944,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Wang_SciAdv_CRC|s0107_Liver_AdjNorm,0.0,0.10507246376811594,0.17391304347826086,0.0,0.7210144927536232,0.0,0.0,0.0,0.0,Cancer_AdjNorm,CRC
2023_Kumar_Nature_Breast|hbca_c60,0.0,0.038461538461538464,0.8,0.0,0.11538461538461539,0.007692307692307693,0.0,0.03076923076923077,0.007692307692307693,Control,
2023_Terekhova_Immunity_PBMC|B15,0.7356948228882834,0.2125340599455041,0.043596730245231606,0.008174386920980926,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M042-1,0.5780730897009967,0.2857142857142857,0.053156146179401995,0.0,0.0,0.08305647840531562,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|FA08,0.49714285714285716,0.4742857142857143,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|P07,0.5903614457831325,0.19678714859437751,0.21285140562248997,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A13,0.31016042780748665,0.19786096256684493,0.45989304812834225,0.0,0.0,0.03208556149732621,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C143_N_1_1_0_c1_v2,0.26785714285714285,0.08482142857142858,0.6473214285714286,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Lake_Nature_Kidney|AKI3410050,0.0,0.5076923076923077,0.49230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0056,0.41509433962264153,0.27044025157232704,0.31446540880503143,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C124_T_0_3_0_c1_v2,0.04395604395604396,0.08424908424908426,0.8717948717948718,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2022_TabulaSapiens_Science_TabulaSapiens|TSP7_Lymph_Node_supradiaphragmatic_smartseq2,0.5343511450381679,0.15267175572519084,0.2900763358778626,0.0,0.007633587786259542,0.0,0.0,0.0,0.015267175572519083,Control,
2022_Dominguez-Conde_Science_CellTypist|Pan_T7980360,0.4090909090909091,0.16666666666666666,0.18181818181818182,0.22727272727272727,0.0,0.0,0.015151515151515152,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|AP2,0.25773195876288657,0.35051546391752575,0.28865979381443296,0.10309278350515463,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2020_Park_Science_Thymus|4861STDY7528592,0.0875,0.2875,0.45,0.0,0.0,0.1,0.0,0.0,0.075,Control,
2023_Terekhova_Immunity_PBMC|J13,0.6547788873038516,0.11697574893009986,0.2282453637660485,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|M18,0.6226415094339622,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c41,0.12903225806451613,0.3548387096774194,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2021_Ren_Cell_COVID|S-S016,0.6231454005934718,0.26409495548961426,0.11275964391691394,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S030,0.49238578680203043,0.350253807106599,0.15736040609137056,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M014,0.0,0.054838709677419356,0.656989247311828,0.0,0.01935483870967742,0.26881720430107525,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C112_N_0_1_2_c1_v2,0.5148514851485149,0.04950495049504951,0.43564356435643564,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV08_CV0915,0.5803571428571429,0.20535714285714285,0.19642857142857142,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,Control,
2021_Hao_Cell_Blood|P4_3,0.5099337748344371,0.3841059602649007,0.10596026490066225,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G41,0.6710182767624021,0.2793733681462141,0.04960835509138381,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M008-2,0.8563723223917399,0.11789181692094314,0.014948374171675143,0.01001695176452458,0.0,0.0007705347511172754,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|E07,0.8397435897435898,0.14423076923076922,0.0,0.016025641025641024,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M024,0.582701062215478,0.26555386949924126,0.13201820940819423,0.019726858877086494,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N172428_E2,0.15460526315789475,0.20833333333333334,0.6370614035087719,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|AP1,0.6902654867256637,0.2743362831858407,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV11_CV0180,0.9270833333333334,0.0,0.03125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-HC011,0.7133105802047781,0.051194539249146756,0.2354948805460751,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|MH9143270,0.7795698924731183,0.03763440860215054,0.13978494623655913,0.043010752688172046,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N148519_L2,0.0,0.36923076923076925,0.6,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|L18,0.8644578313253012,0.09337349397590361,0.04216867469879518,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S082,0.7660044150110376,0.23399558498896247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M043-2,0.7361963190184049,0.04294478527607362,0.03885480572597137,0.0,0.0,0.18200408997955012,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|BGCV02_CV0902,0.6666666666666666,0.1349206349206349,0.1349206349206349,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,Control,
2021_Chan_CancerCell_SCLC|RU1170g_Freeze-Sort,0.06923076923076923,0.3923076923076923,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,NSCLC
2021_Ren_Cell_COVID|S-M057,0.8161764705882353,0.022058823529411766,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,Non-malignant disease,
2021_Elmentaite_Nature_Intestine|4918STDY7844898,0.4584323040380047,0.17814726840855108,0.36342042755344417,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N130064_N3,0.2926829268292683,0.17886178861788618,0.5284552845528455,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C144_T_1_1_0_c1_v2,0.0,0.32653061224489793,0.6326530612244898,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,Cancer_Tumor,CRC
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Small_Intestine_proximal_10X,0.0,0.037037037037037035,0.7222222222222222,0.0,0.24074074074074073,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|J15,0.8716577540106952,0.058823529411764705,0.06951871657754011,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|C10,0.5824175824175825,0.13186813186813187,0.12087912087912088,0.15384615384615385,0.0,0.01098901098901099,0.0,0.0,0.0,Control,
2021_Pal_EMBO_Breast|GSM4909294_HER2-MH0176,0.3369663941871026,0.27974568574023617,0.32697547683923706,0.0,0.0,0.05631244323342416,0.0,0.0,0.0,Cancer_Tumor,BRCA
2021_Ren_Cell_COVID|S-S040,0.6871657754010695,0.1590909090909091,0.12433155080213903,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH9143373,0.5390070921985816,0.3262411347517731,0.1347517730496454,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M071,0.4476744186046512,0.20348837209302326,0.27325581395348836,0.0755813953488372,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP7_Lymph_Node_Supradiaphagmatic_10X,0.3969022265246854,0.28170377541142305,0.3213939980638916,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP14_Thymus_nan_10X,0.0,0.5878345498783455,0.4121654501216545,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S083,0.7057057057057057,0.23123123123123124,0.06306306306306306,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c64,0.3939393939393939,0.007575757575757576,0.5378787878787878,0.0,0.05303030303030303,0.0,0.007575757575757576,0.0,0.0,Control,
2023_Kong_Immunity_CD|I130064_N1,0.47619047619047616,0.1746031746031746,0.2857142857142857,0.0,0.0,0.0,0.047619047619047616,0.0,0.015873015873015872,Non-malignant disease,
Sarah2019|MS121_A2,0.47058823529411764,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s0920_Colon_Tumor,0.0,0.021505376344086023,0.053763440860215055,0.0,0.9247311827956989,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2021_Ren_Cell_COVID|S-M007-4,0.6407026847862115,0.19920450778919457,0.13622804110043088,0.0,0.0,0.023864766324163077,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|H01,0.5325443786982249,0.21301775147928995,0.17159763313609466,0.08284023668639054,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C146_T_1_1_0_c1_v2,0.5074626865671642,0.08955223880597014,0.40298507462686567,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2021_Ren_Cell_COVID|S-S022-1,0.6097875080489376,0.32496243829147886,0.03541532517707663,0.029834728482506977,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|B24,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|E18,0.6577181208053692,0.28187919463087246,0.06040268456375839,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Fonseca_NatGenet_Endometriosis|sample7,0.12585034013605442,0.1598639455782313,0.15306122448979592,0.0,0.5612244897959183,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s0115_Colon_Tumor,0.16784869976359337,0.03309692671394799,0.6052009456264775,0.0,0.0,0.0,0.0,0.0,0.1938534278959811,Cancer_Tumor,CRC
2021_Ren_Cell_COVID|S-M042-2,0.6273291925465838,0.2453416149068323,0.12732919254658384,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|I182231_L,0.05844155844155844,0.12987012987012986,0.7727272727272727,0.0,0.0,0.021645021645021644,0.0,0.015151515151515152,0.0021645021645021645,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c123,0.35405405405405405,0.0,0.5702702702702702,0.0,0.07567567567567568,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|J11,0.7177914110429447,0.13803680981595093,0.1441717791411043,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|K12,0.296,0.648,0.024,0.032,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|H152638_L,0.18396226415094338,0.02122641509433962,0.7382075471698113,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573498_sample33,0.023952095808383235,0.12574850299401197,0.844311377245509,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,Cancer_Tumor,GC
2021_Ren_Cell_COVID|S-S036-1,0.21212121212121213,0.2878787878787879,0.36363636363636365,0.07575757575757576,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G07,0.6206896551724138,0.28735632183908044,0.05747126436781609,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N13_Epi_A,0.46296296296296297,0.09259259259259259,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C129_N_1_1_1_c1_v2,0.28343949044585987,0.31210191082802546,0.40445859872611467,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|209I-a,0.38613861386138615,0.21782178217821782,0.36633663366336633,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S072-3,0.5333333333333333,0.14444444444444443,0.3,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0111,0.07023411371237458,0.6622073578595318,0.26755852842809363,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N46_LP_A,0.0,0.05555555555555555,0.7592592592592593,0.0,0.037037037037037035,0.0,0.018518518518518517,0.0,0.12962962962962962,Control,
2021_Ren_Cell_COVID|S-M046,0.5377358490566038,0.16037735849056603,0.0,0.04716981132075472,0.0,0.25471698113207547,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|E26,0.4344569288389513,0.26217228464419473,0.20599250936329588,0.09737827715355805,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pal_EMBO_Breast|GSM4909298_ER-PM0360,0.2910958904109589,0.1404109589041096,0.5684931506849316,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2022_Hwang_NatGenet_PDAC|T13_CRT,0.5128205128205128,0.4230769230769231,0.0641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2023_Terekhova_Immunity_PBMC|B22,0.6212765957446809,0.3702127659574468,0.0,0.0,0.0,0.00851063829787234,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N109389_L4,0.04895104895104895,0.013986013986013986,0.9370629370629371,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G09,0.37815126050420167,0.4117647058823529,0.19327731092436976,0.01680672268907563,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N166301_N3,0.4067796610169492,0.2033898305084746,0.3898305084745763,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2020_Habermann_SciAdv_Lung-COVID19|GSM5226576_C53ctr,0.7907869481765835,0.1708253358925144,0.03838771593090211,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Elmentaite_Nature_Intestine|Human_colon_16S8117828,0.2080745341614907,0.2841614906832298,0.5077639751552795,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|E06,0.5865384615384616,0.25,0.125,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S068,0.5947441217150761,0.21300138312586445,0.1798063623789765,0.0,0.0,0.0,0.0,0.0,0.012448132780082987,Non-malignant disease,
2021_Elmentaite_Nature_Intestine|4918STDY7702679,0.6059225512528473,0.14578587699316628,0.24829157175398633,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Lake_Nature_Kidney|KB3,0.2857142857142857,0.6714285714285714,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|D07,0.36046511627906974,0.4186046511627907,0.22093023255813954,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV06_CV0037,0.803921568627451,0.0784313725490196,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C162_N_0_0_0_c1_v3,0.48697394789579157,0.13226452905811623,0.3807615230460922,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-HC004,0.6518987341772152,0.2563291139240506,0.09177215189873418,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S043,0.6617405582922824,0.11247947454844007,0.2257799671592775,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C149_T_1_1_0_c1_v2,0.5663716814159292,0.09144542772861357,0.3421828908554572,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Kumar_Nature_Breast|hbca_c85,0.6945701357466063,0.04072398190045249,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|E15,0.4142857142857143,0.37142857142857144,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S015,0.809322033898305,0.163135593220339,0.0,0.023305084745762712,0.0,0.00423728813559322,0.0,0.0,0.0,Non-malignant disease,
2020_Adams_SciAdv_IPF|59I,0.3888888888888889,0.48148148148148145,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-HC007,0.8115183246073299,0.112565445026178,0.07591623036649214,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C156_T_1_1_0_c1_v3,0.3355263157894737,0.27631578947368424,0.35526315789473684,0.013157894736842105,0.0,0.0,0.0,0.0,0.019736842105263157,Cancer_Tumor,CRC
2021_Pal_EMBO_Breast|GSM4909318_ER-MH0173-LN,0.08762886597938144,0.4639175257731959,0.41237113402061853,0.0,0.0,0.02577319587628866,0.0,0.010309278350515464,0.0,Cancer_Tumor,BRCA
