,Mural|FGF7,Mural|RERGL,Mural|CD36,Mural|TNFAIP6,Mural|SPINT2,Mural|LAMC3,Mural|ISG,Mural|ROBO2,Cancer_Tissue,Cancer_Type
2020_Litvinukova_Nature_Heart|HCAHeart7850540,0.07028753993610223,0.3706070287539936,0.5207667731629393,0.0,0.038338658146964855,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c29,0.16129032258064516,0.3387096774193548,0.5,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2023_Wang_SciAdv_CRC|s0813_Colon_Tumor,0.0,0.11848341232227488,0.037914691943127965,0.8056872037914692,0.037914691943127965,0.0,0.0,,Cancer_Tumor,CRC
2023_Kumar_Nature_Breast|hbca_c04,0.037037037037037035,0.8703703703703703,0.09259259259259259,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2022_Emont_Nature_WAT|Hs_SAT_12-1,0.37662337662337664,0.36363636363636365,0.2597402597402597,0.0,0.0,0.0,0.0,,Control,
2023_Hickey_Nature_Intestine|B001-A-401,0.0,0.045714285714285714,0.0,0.0,0.9542857142857143,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H31_LV0_premrna,0.0,0.036834924965893585,0.15757162346521145,0.0,0.805593451568895,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|BO_H34_LVW_premrna,0.0,0.12757731958762886,0.38402061855670105,0.0,0.4884020618556701,0.0,0.0,,Non-malignant disease,
2022_Gur_Cell_Sceleroderma|GSM5837368_AB7492,0.8,0.15714285714285714,0.04285714285714286,0.0,0.0,0.0,0.0,,Non-malignant disease,
2020_Litvinukova_Nature_Heart|HCAHeart7656535,0.03125,0.65625,0.3125,0.0,0.0,0.0,0.0,,Control,
2022_Kumar_CancerDis_Gastric|GSM5573488_sample23,0.208955223880597,0.43283582089552236,0.19402985074626866,0.16417910447761194,0.0,0.0,0.0,,Cancer_AdjNorm,GC
2020_Drokhlyansky_Cell_EntericNerve|H1_S14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2020_Litvinukova_Nature_Heart|HCAHeart7880862,0.0,0.007466168922071862,0.06859542697153523,0.0,0.9239384041063929,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H33_LV0_premrna,0.0,0.11285500747384156,0.3804185351270553,0.0,0.5067264573991032,0.0,0.0,,Non-malignant disease,
2021_Wu_NatGenet_Breast|CID4530N,0.11058823529411765,0.8094117647058824,0.08,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2023_Hickey_Nature_Intestine|B005-A-501,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c109,0.07975460122699386,0.9202453987730062,0.0,0.0,0.0,0.0,0.0,,Control,
2021_Pal_EMBO_Breast|GSM4909277_B1-KCF0894,0.4113372093023256,0.5886627906976745,0.0,0.0,0.0,0.0,0.0,,Non-malignant disease,
2020_Drokhlyansky_Cell_EntericNerve|H1_S19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2023_Kumar_Nature_Breast|hbca_c62,0.4015748031496063,0.5984251968503937,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|IC_H04_LV0_premrna,0.0,0.12931034482758622,0.5517241379310345,0.0,0.31896551724137934,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c132,0.7265625,0.2604166666666667,0.013020833333333334,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c166,0.08,0.92,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Madissoon_NatGenet_Lung|WSSS8062680,0.24414715719063546,0.7274247491638796,0.011705685618729096,0.0,0.016722408026755852,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c118,0.4707259953161593,0.5292740046838408,0.0,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c93,0.145985401459854,0.8540145985401459,0.0,0.0,0.0,0.0,0.0,,Control,
2020_Adams_SciAdv_IPF|225I-b,0.23333333333333334,0.4,0.06666666666666667,0.0,0.011111111111111112,0.28888888888888886,0.0,,Non-malignant disease,
2020_Drokhlyansky_Cell_EntericNerve|H3_S35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2023_Kumar_Nature_Breast|hbca_c100,0.20382165605095542,0.7961783439490446,0.0,0.0,0.0,0.0,0.0,,Control,
2021_Pelka_Cell_CRC|C109_N_0_1_0_c1_v2,0.0,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|IC_H04_RV0_premrna,0.0,0.2857142857142857,0.453781512605042,0.0,0.25210084033613445,0.008403361344537815,0.0,,Non-malignant disease,
2020_Drokhlyansky_Cell_EntericNerve|H1_S8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2020_Drokhlyansky_Cell_EntericNerve|H10_S52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2020_Litvinukova_Nature_Heart|HCAHeart7656538,0.0,0.6240601503759399,0.37593984962406013,0.0,0.0,0.0,0.0,,Control,
BICCN|HSB628_2_S1,0.0,0.9615384615384616,0.0,0.0,0.038461538461538464,0.0,0.0,,Control,
2022_Kumar_CancerDis_Gastric|GSM5573499_sample34,0.017985611510791366,0.07913669064748201,0.017985611510791366,0.8848920863309353,0.0,0.0,0.0,,Cancer_Tumor,GC
2020_Litvinukova_Nature_Heart|HCAHeart7833855,0.0,0.0,0.21859903381642512,0.0,0.7814009661835749,0.0,0.0,,Control,
2021_Wu_NatGenet_Breast|CID3946,0.0,0.7154150197628458,0.06719367588932806,0.17786561264822134,0.0,0.0,0.039525691699604744,,Cancer_Tumor,BRCA
2023_Kumar_Nature_Breast|hbca_n18,0.2465753424657534,0.2328767123287671,0.1643835616438356,0.0,0.3561643835616438,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c72,0.19856459330143542,0.7320574162679426,0.06937799043062201,0.0,0.0,0.0,0.0,,Control,
2020_Drokhlyansky_Cell_EntericNerve|H1_S3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2023_Kumar_Nature_Breast|hbca_c18,0.38571428571428573,0.5285714285714286,0.08571428571428572,0.0,0.0,0.0,0.0,,Control,
2023_Lake_Nature_Kidney|DKD2910013,0.031746031746031744,0.9365079365079365,0.031746031746031744,0.0,0.0,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|BO_H24_LV0_premrna,0.0,0.054954954954954956,0.2882882882882883,0.0,0.6567567567567567,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c16,0.25274725274725274,0.7406593406593407,0.006593406593406593,0.0,0.0,0.0,0.0,,Control,
2023_Fonseca_NatGenet_Endometriosis|sample8,0.0053475935828877,0.9946524064171123,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H67_S00_premrna,0.0,0.03924528301886793,0.1811320754716981,0.0,0.779622641509434,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeartST13146208,0.04100946372239748,0.022082018927444796,0.025236593059936908,0.0,0.9116719242902208,0.0,0.0,,Control,
2021_Wu_NatGenet_Breast|CID3838,0.10569105691056911,0.25203252032520324,0.0,0.5853658536585366,0.0,0.0,0.056910569105691054,,Cancer_Tumor,BRCA
2020_Drokhlyansky_Cell_EntericNerve|Pool_S64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2023_Kumar_Nature_Breast|hbca_c71,0.15897435897435896,0.7435897435897436,0.09743589743589744,0.0,0.0,0.0,0.0,,Control,
2022_vanZyl_PNAS_Eye|Hu216IrisPS1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Control,
2022_Kumar_CancerDis_Gastric|GSM5573505_sample40,0.029288702928870293,0.1087866108786611,0.17573221757322174,0.6485355648535565,0.0,0.0,0.03765690376569038,,Cancer_Tumor,GC
2020_Litvinukova_Nature_Heart|HCAHeart8102866,0.04597701149425287,0.40558292282430214,0.548440065681445,0.0,0.0,0.0,0.0,,Control,
BICCN|HSB628_1_S1,0.0,0.8976744186046511,0.10232558139534884,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c02,0.171875,0.828125,0.0,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2023_Fonseca_NatGenet_Endometriosis|sample31,0.5227272727272727,0.2756916996047431,0.17094861660079053,0.0,0.030632411067193676,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7745968,0.06140350877192982,0.3912280701754386,0.47192982456140353,0.0,0.07543859649122807,0.0,0.0,,Control,
2022_Reichart_Science_Heart|IC_H03_LV0_premrna,0.014492753623188406,0.10628019323671498,0.7681159420289855,0.0,0.1111111111111111,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c156,0.06905594405594405,0.9055944055944056,0.025349650349650348,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2020_Litvinukova_Nature_Heart|HCAHeartST11350184,0.0,0.033950617283950615,0.037037037037037035,0.0,0.9290123456790124,0.0,0.0,,Control,
Sarah2019|MS122_NAWM,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.0,,Non-malignant disease,
2023_Hirz_NatComm_Prostate|GSM5494344_HP3,0.36649214659685864,0.581151832460733,0.05235602094240838,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c67,0.25452196382428943,0.7454780361757106,0.0,0.0,0.0,0.0,0.0,,Control,
2020_Drokhlyansky_Cell_EntericNerve|H1_S20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2022_Nee_NatGenet_Breast|GSM5320173_scRNA_brca11,0.6147741147741148,0.38522588522588525,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Gur_Cell_Sceleroderma|GSM5837168_AB13835,0.005952380952380952,0.9880952380952381,0.005952380952380952,0.0,0.0,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c142,0.4737762237762238,0.5034965034965035,0.022727272727272728,0.0,0.0,0.0,0.0,,Control,
2021_Pal_EMBO_Breast|GSM4909278_B1-MH0033,0.24642857142857144,0.7535714285714286,0.0,0.0,0.0,0.0,0.0,,Non-malignant disease,
2023_Fonseca_NatGenet_Endometriosis|sample42,0.0421216848673947,0.9520280811232449,0.005850234009360375,0.0,0.0,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|BO_H07_LV0_premrna,0.0048828125,0.0576171875,0.3603515625,0.0,0.5771484375,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c161,0.13855421686746988,0.8614457831325302,0.0,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2023_Hickey_Nature_Intestine|B010-A-101,0.06358381502890173,0.017341040462427744,0.0,0.0,0.9190751445086706,0.0,0.0,,Control,
2022_Emont_Nature_WAT|Hs_OAT_01-1,0.3492063492063492,0.3333333333333333,0.30158730158730157,0.0,0.015873015873015872,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c115,0.13127413127413126,0.8494208494208494,0.019305019305019305,0.0,0.0,0.0,0.0,,Control,
2020_Drokhlyansky_Cell_EntericNerve|Pool_S56,0.0,0.010287443267776097,0.0,0.0,0.9897125567322239,0.0,0.0,,Cancer_AdjNorm,CRC
2022_Hwang_NatGenet_PDAC|T11_CRT,0.01673101673101673,0.10553410553410554,0.0,0.0,0.8777348777348777,0.0,0.0,,Cancer_Tumor,PC
2022_vanZyl_PNAS_Eye|Hu216IrisPS2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Control,
2020_Drokhlyansky_Cell_EntericNerve|H3_S36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2020_Litvinukova_Nature_Heart|HCAHeartST13146205,0.08305647840531562,0.07973421926910298,0.23255813953488372,0.0,0.6046511627906976,0.0,0.0,,Control,
2022_Emont_Nature_WAT|Hs_OAT_10-1,0.14150943396226415,0.5849056603773585,0.1509433962264151,0.0,0.12264150943396226,0.0,0.0,,Control,
2023_Hirz_NatComm_Prostate|GSM5494381_SCG-PCA24-N-Rocky,0.5738396624472574,0.38396624472573837,0.04219409282700422,0.0,0.0,0.0,0.0,,Cancer_AdjNorm,PRC
2022_vanZyl_PNAS_Eye|Hu218Iris,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Control,
2023_Hickey_Nature_Intestine|B011-A-001,0.024242424242424242,0.048484848484848485,0.006060606060606061,0.0,0.9212121212121213,0.0,0.0,,Control,
2023_Monavarfeshani_PNAS_Eye|Pt6PeripapillarySclera,0.08722741433021806,0.7383177570093458,0.0,0.0,0.17445482866043613,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H80_LV0_premrna,0.012059369202226345,0.05612244897959184,0.21985157699443414,0.0,0.7119666048237476,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c75,0.2710674157303371,0.7289325842696629,0.0,0.0,0.0,0.0,0.0,,Control,
ROSMAP|190409-B5-B_Broad_S3,0.0,0.288135593220339,0.1864406779661017,0.0,0.5254237288135594,0.0,0.0,,Control,
2022_Gur_Cell_Sceleroderma|GSM5837498_AB8037,0.39436619718309857,0.5070422535211268,0.09859154929577464,0.0,0.0,0.0,0.0,,Non-malignant disease,
2023_Kong_Immunity_CD|H197396_N4,0.19186046511627908,0.3488372093023256,0.0,0.0,0.45930232558139533,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeartST10773167,0.004016064257028112,0.015394912985274432,0.11378848728246319,0.0,0.8668005354752343,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H27_S00_premrna,0.0,0.051646223369916075,0.1078114912846998,0.0,0.8405422853453841,0.0,0.0,,Non-malignant disease,
2023_Lake_Nature_Kidney|LDSample1157EO1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H12_S00_premrna,0.0,0.043812104787714544,0.2199638663053297,0.0,0.7362240289069557,0.0,0.0,,Non-malignant disease,
2023_Lake_Nature_Kidney|KC34,0.0,0.359375,0.046875,0.0,0.59375,0.0,0.0,,Control,
2023_Kong_Immunity_CD|N124246_L,0.44642857142857145,0.5178571428571429,0.0,0.0,0.03571428571428571,0.0,0.0,,Non-malignant disease,
2023_Hirz_NatComm_Prostate|GSM5494378_SCG-PCA22-N-HG,0.40145985401459855,0.3905109489051095,0.20802919708029197,0.0,0.0,0.0,0.0,,Cancer_AdjNorm,PRC
2023_Kumar_Nature_Breast|hbca_c90,0.5836177474402731,0.4061433447098976,0.010238907849829351,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c48,0.514792899408284,0.48520710059171596,0.0,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2022_TabulaSapiens_Science_TabulaSapiens|TSP1_Muscle_nan_10X,0.09900990099009901,0.6435643564356436,0.11386138613861387,0.0,0.14356435643564355,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H01_RV0_premrna,0.0,0.16171328671328672,0.40034965034965037,0.0,0.4379370629370629,0.0,0.0,,Non-malignant disease,
2022_Gur_Cell_Sceleroderma|GSM5837217_AB6849,0.14084507042253522,0.8591549295774648,0.0,0.0,0.0,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c113,0.44234404536862004,0.5330812854442344,0.024574669187145556,0.0,0.0,0.0,0.0,,Control,
2020_Drokhlyansky_Cell_EntericNerve|H5_S31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2020_Litvinukova_Nature_Heart|HCAHeart7745970,0.026785714285714284,0.32142857142857145,0.6160714285714286,0.0,0.03571428571428571,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart8102861,0.06670784434836319,0.4323656578134651,0.461395923409512,0.0,0.03953057442865967,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeartST13180618,0.0,0.0,0.1095890410958904,0.0,0.8904109589041096,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H64_LV0_premrna,0.012370113805047007,0.05591291439881247,0.29440870856011875,0.0,0.6373082632360217,0.0,0.0,,Non-malignant disease,
2020_Litvinukova_Nature_Heart|HCAHeart7745966,0.030201342281879196,0.31208053691275167,0.6577181208053692,0.0,0.0,0.0,0.0,,Control,
2020_Drokhlyansky_Cell_EntericNerve|H4_S23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2022_Madissoon_NatGenet_Lung|WTDAtest7732270,0.12658227848101267,0.1518987341772152,0.006329113924050633,0.0,0.028481012658227847,0.6867088607594937,0.0,,Control,
2022_Reichart_Science_Heart|BO_H39_LVW_premrna,0.005361930294906166,0.03753351206434316,0.11528150134048257,0.0,0.8418230563002681,0.0,0.0,,Non-malignant disease,
2023_Kong_Immunity_CD|N166301_N1,0.0410958904109589,0.6575342465753424,0.3013698630136986,0.0,0.0,0.0,0.0,,Non-malignant disease,
2020_Litvinukova_Nature_Heart|HCAHeart7833852,0.0,0.022106631989596878,0.21976592977893367,0.0,0.7581274382314694,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7844003,0.1693548387096774,0.5362903225806451,0.25806451612903225,0.0,0.036290322580645164,0.0,0.0,,Control,
2023_Fonseca_NatGenet_Endometriosis|sample26,0.05,0.7875,0.1625,0.0,0.0,0.0,0.0,,Non-malignant disease,
2022_Gur_Cell_Sceleroderma|GSM5837155_AB13822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Control,
2021_Elmentaite_Nature_Intestine|Human_colon_16S8000513,0.0,0.8468468468468469,0.0,0.0,0.15315315315315314,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7905332,0.065,0.7225,0.2125,0.0,0.0,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7888923,0.0,0.020123839009287926,0.0,0.0,0.9798761609907121,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H06_RV0_premrna,0.0,0.10512129380053908,0.14465408805031446,0.0,0.7502246181491464,0.0,0.0,,Non-malignant disease,
2020_Drokhlyansky_Cell_EntericNerve|H8_S43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2022_Emont_Nature_WAT|Hs_OAT_12-1,0.4027777777777778,0.3472222222222222,0.18055555555555555,0.0,0.06944444444444445,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BS_DP2_S00_premrna,0.011342155009451797,0.13516068052930058,0.3686200378071834,0.0,0.4848771266540643,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c45,0.4954296160877514,0.5,0.004570383912248629,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2022_Gur_Cell_Sceleroderma|GSM5837300_AB7215,0.19444444444444445,0.7777777777777778,0.027777777777777776,0.0,0.0,0.0,0.0,,Non-malignant disease,
2022_vanZyl_PNAS_Eye|Hu235OSTM,0.0,0.0,0.011806375442739079,0.0,0.9881936245572609,0.0,0.0,,Control,
2021_Pal_EMBO_Breast|GSM4909300_ER-MH0032,0.05555555555555555,0.8148148148148148,0.12962962962962962,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2022_TabulaSapiens_Science_TabulaSapiens|TSP12_Heart_Ventricle_10X,0.0,0.10047281323877069,0.022458628841607566,0.0,0.8770685579196218,0.0,0.0,,Control,
2021_Elmentaite_Nature_Intestine|WTDAtest7844029,0.012048192771084338,0.9879518072289156,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H25_S00_premrna,0.0,0.09194029850746269,0.1928358208955224,0.0,0.7152238805970149,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|ED_DT4_LV0_premrna,0.0,0.11861111111111111,0.35,0.0,0.5313888888888889,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c131,0.49109653233364575,0.5089034676663543,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Kumar_CancerDis_Gastric|GSM5573485_sample20,0.01639344262295082,0.0,0.0,0.9836065573770492,0.0,0.0,0.0,,Cancer_Metastasis,GC
BICCN|HSB189_3_S1,0.057971014492753624,0.7971014492753623,0.10144927536231885,0.0,0.043478260869565216,0.0,0.0,,Control,
2023_Kong_Immunity_CD|N130064_N4,0.008103727714748784,0.899513776337115,0.0,0.0,0.09238249594813615,0.0,0.0,,Non-malignant disease,
2022_Madissoon_NatGenet_Lung|HCA_A_LNG9387717,0.21739130434782608,0.13043478260869565,0.008695652173913044,0.0,0.6,0.043478260869565216,0.0,,Control,
2022_Reichart_Science_Heart|BO_H27_RV0_premrna,0.0,0.11764705882352941,0.26330532212885155,0.0,0.6190476190476191,0.0,0.0,,Non-malignant disease,
2023_Lake_Nature_Kidney|DKD2910010,0.0,0.8648648648648649,0.07207207207207207,0.0,0.06306306306306306,0.0,0.0,,Non-malignant disease,
2021_Pal_EMBO_Breast|GSM4909302_ER-MH0025,0.0,0.5339805825242718,0.2912621359223301,0.17475728155339806,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2020_Drokhlyansky_Cell_EntericNerve|H1_S13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2022_Gur_Cell_Sceleroderma|GSM5837660_AB9109,0.4788732394366197,0.4647887323943662,0.056338028169014086,0.0,0.0,0.0,0.0,,Non-malignant disease,
2023_Kong_Immunity_CD|N107306_L2,0.10869565217391304,0.1956521739130435,0.05434782608695652,0.0,0.6413043478260869,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|BO_H22_S00_premrna,0.0,0.043516873889875664,0.1811722912966252,0.0,0.7753108348134992,0.0,0.0,,Non-malignant disease,
2020_Litvinukova_Nature_Heart|HCAHeart7905327,0.039568345323741004,0.420863309352518,0.539568345323741,0.0,0.0,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7702877,0.0,0.034102306920762285,0.4262788365095286,0.0,0.5396188565697091,0.0,0.0,,Control,
2023_Hickey_Nature_Intestine|B005-A-301,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c20,0.7011494252873564,0.26436781609195403,0.034482758620689655,0.0,0.0,0.0,0.0,,Control,
2023_Lake_Nature_Kidney|KC79,0.03896103896103896,0.6753246753246753,0.09090909090909091,0.05194805194805195,0.14285714285714285,0.0,0.0,,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP10_Fat_MAT_10X,0.2536231884057971,0.5579710144927537,0.15217391304347827,0.0,0.036231884057971016,0.0,0.0,,Control,
2023_Hirz_NatComm_Prostate|GSM5494368_SCG-PCA15-T-HG,0.1592356687898089,0.24203821656050956,0.5987261146496815,0.0,0.0,0.0,0.0,,Cancer_Tumor,PRC
2020_Adams_SciAdv_IPF|225I-a,0.25,0.3695652173913043,0.0,0.0,0.14130434782608695,0.2391304347826087,0.0,,Non-malignant disease,
2023_Fonseca_NatGenet_Endometriosis|sample33,0.13414634146341464,0.8658536585365854,0.0,0.0,0.0,0.0,0.0,,Non-malignant disease,
2022_Emont_Nature_WAT|Hs_OAT_256-1,0.1450980392156863,0.5215686274509804,0.1568627450980392,0.0,0.17647058823529413,0.0,0.0,,Control,
2023_Kong_Immunity_CD|H158108_N1,0.06382978723404255,0.44680851063829785,0.07092198581560284,0.0,0.41843971631205673,0.0,0.0,,Control,
2023_Lake_Nature_Kidney|KB6,0.0,0.16981132075471697,0.0,0.0,0.8301886792452831,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|BO_H80_RV0_premrna,0.007722007722007722,0.05083655083655084,0.18404118404118405,0.0,0.7574002574002574,0.0,0.0,,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Muscle_diaphragm_10X,0.15555555555555556,0.7444444444444445,0.1,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c43,0.18470790378006874,0.8152920962199313,0.0,0.0,0.0,0.0,0.0,,Cancer_Tumor,BRCA
2022_Madissoon_NatGenet_Lung|WSSS_A_LNG8757928,0.38461538461538464,0.06153846153846154,0.046153846153846156,0.0,0.5076923076923077,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c24,0.3170731707317073,0.6829268292682927,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H09_S00_premrna,0.01263157894736842,0.05052631578947368,0.4063157894736842,0.0,0.5305263157894737,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c111,0.2630718954248366,0.7369281045751634,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H51_S00_premrna,0.008962868117797696,0.007042253521126761,0.2861715749039693,0.0,0.6978233034571063,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c74,0.3307291666666667,0.6510416666666666,0.018229166666666668,0.0,0.0,0.0,0.0,,Control,
2021_Chan_CancerCell_SCLC|RU1057_T,0.16363636363636364,0.41818181818181815,0.045454545454545456,0.11818181818181818,0.15454545454545454,0.0,0.1,,Cancer_Tumor,NSCLC
2023_Kong_Immunity_CD|I130064_N4,0.0,0.9774436090225563,0.0,0.0,0.022556390977443608,0.0,0.0,,Non-malignant disease,
2020_Drokhlyansky_Cell_EntericNerve|H10_S51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,Cancer_AdjNorm,CRC
2023_Lake_Nature_Kidney|LDPRE038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Reichart_Science_Heart|BO_H15_S00_premrna,0.0,0.289272030651341,0.4157088122605364,0.0,0.2950191570881226,0.0,0.0,,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c13,0.30970149253731344,0.6902985074626866,0.0,0.0,0.0,0.0,0.0,,Cancer_AdjNorm,BRCA
2020_Drokhlyansky_Cell_EntericNerve|H12_S58,0.0,0.03564184294407418,0.0,0.0,0.9643581570559259,0.0,0.0,,Cancer_AdjNorm,CRC
2023_Kumar_Nature_Breast|hbca_c150,0.35759897828863346,0.6015325670498084,0.03065134099616858,0.0,0.010217113665389528,0.0,0.0,,Control,
2021_Pal_EMBO_Breast|GSM4909266_N-MH0169-Total,0.10551558752997602,0.894484412470024,0.0,0.0,0.0,0.0,0.0,,Control,
2022_Gur_Cell_Sceleroderma|GSM5837167_AB13834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Non-malignant disease,
2022_Reichart_Science_Heart|IC_H01_LV0_premrna,0.0,0.09539842873176206,0.14927048260381592,0.0,0.755331088664422,0.0,0.0,,Non-malignant disease,
2022_Nee_NatGenet_Breast|GSM5320160_scRNA_ctrl9,0.7080645161290322,0.29193548387096774,0.0,0.0,0.0,0.0,0.0,,Control,
2023_Kumar_Nature_Breast|hbca_c122,0.36363636363636365,0.6145454545454545,0.02181818181818182,0.0,0.0,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7835149,0.0,0.008151287903488751,0.15520052168242582,0.0,0.8366481904140854,0.0,0.0,,Control,
2020_Litvinukova_Nature_Heart|HCAHeartST13146204,0.04618473895582329,0.02610441767068273,0.14457831325301204,0.0,0.7831325301204819,0.0,0.0,,Control,
