,Fibroblast|IL6,Fibroblast|HSP,Fibroblast|Universal,Fibroblast|KLK1,Fibroblast|LRRC15,Fibroblast|IL24,Fibroblast|CST2,Fibroblast|Alveolar,Fibroblast|CLDN1,Fibroblast|GREM2,Fibroblast|Corneal,Fibroblast|COX15,Fibroblast|CD36,Fibroblast|CCL19,Fibroblast|ISG,Fibroblast|Chondrocyte,Fibroblast|Dermal-sheath,Fibroblast|SYT1,Fibroblast|COCH,Fibroblast|ITGB8,Fibroblast|CLEC14A,Fibroblast|Satellite,Fibroblast|NRG1,Fibroblast|ADAMDEC1,Cancer_Tissue,Cancer_Type
GSE180878_RM_D,0.3670886075949367,0.28860759493670884,0.28354430379746837,0.060759493670886074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE131778_rca4-1,0.0,0.0,0.7857142857142857,0.0,0.01020408163265306,0.0,0.12244897959183673,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE176417_Sc_W2,0.06970509383378017,0.013404825737265416,0.5201072386058981,0.11528150134048257,0.07238605898123325,0.03753351206434316,0.0,0.0,0.013404825737265416,0.1581769436997319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE176308_sample1,0.5594280607685433,0.0,0.44057193923145666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE155683_G1700193007191_Adult_Cornea,0.0,0.0,0.20815450643776823,0.0,0.0,0.0,0.0,0.0,0.0,0.2145922746781116,0.5665236051502146,0.01072961373390558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE182381_KC42_2_placenta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE183219_HSA_JGR_460ST_G,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.31601731601731603,0.5411255411255411,0.0,0.0,0.0,0.0,0.025974025974025976,0.07792207792207792,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,NSCLC
GSE160756_h-AF-1zhong,0.0,0.0,0.0,0.0,0.0027660391855551286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972339608144448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE181957_SC230,0.0,0.0,0.06153846153846154,0.0,0.13846153846153847,0.0,0.0,0.0,0.02564102564102564,0.5384615384615384,0.0,0.0,0.0,0.18974358974358974,0.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE183219_HSA_JGR_522SN_G,0.26857142857142857,0.022857142857142857,0.13142857142857142,0.0,0.0,0.0,0.0,0.5771428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,NSCLC
GSE142045_Juvenile_chondrocytes,0.039112164637431314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9608878353625687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE182208_SC_NS1,0.016225448334756618,0.0,0.8787361229718189,0.0,0.0,0.0,0.0,0.0,0.0,0.10503842869342442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE146123_human_molar_pulp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE159677_02dat20190717tisCARconDIS,0.0,0.0,0.019704433497536946,0.0,0.04433497536945813,0.0,0.8620689655172413,0.04433497536945813,0.0,0.0,0.0,0.0,0.0,0.0,0.029556650246305417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE158692_19G02977_Small_TN,0.011342155009451797,0.0,0.0,0.0,0.23062381852551986,0.0,0.5519848771266541,0.16824196597353497,0.015122873345935728,0.0,0.0,0.0,0.022684310018903593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Metastasis,CRC
GSE147979_IrisPE75,0.12396694214876033,0.024793388429752067,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.08264462809917356,0.024793388429752067,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE175817_D406H,0.05517241379310345,0.1103448275862069,0.020689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.5448275862068965,0.0,0.0,0.0,0.23793103448275862,0.0,0.0,0.017241379310344827,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE158970_Polydactyly_04,0.0,0.0,0.5207253886010362,0.23316062176165803,0.025906735751295335,0.0,0.023316062176165803,0.0,0.14248704663212436,0.054404145077720206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE145927_Bx45A,0.0,0.0,0.046875,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE155850_NL15Myeloid,0.4716981132075472,0.08176100628930817,0.18867924528301888,0.0,0.0,0.050314465408805034,0.0,0.0,0.0,0.1069182389937107,0.0,0.0,0.0,0.10062893081761007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE181316_scar_3_scRNA,0.032552083333333336,0.10677083333333333,0.5130208333333334,0.0,0.0859375,0.0,0.0,0.0,0.0,0.224609375,0.0,0.0,0.0,0.037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE181919_C21,0.0,0.0,0.0,0.0,0.48066298342541436,0.3812154696132597,0.0,0.0,0.0,0.049723756906077346,0.0,0.0,0.0,0.0,0.08839779005524862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,HNSCC
GSE154778_T2,0.11009174311926606,0.0,0.0,0.0,0.0,0.45871559633027525,0.3486238532110092,0.0,0.0,0.0,0.01834862385321101,0.0,0.045871559633027525,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
GSE183852_TWCM-H8-lib1,0.0,0.0,0.1736682546556951,0.0,0.0,0.0,0.12472932005197054,0.0259852750108272,0.0,0.0,0.0,0.0,0.019055868341273277,0.0,0.0129926375054136,0.0,0.0,0.0,0.0,0.0,0.6435686444348203,0.0,0.0,0.0,Non-malignant disease,
GSE183031_EF01_3V3_NextGem,0.5146804835924007,0.039723661485319514,0.24611398963730569,0.0,0.0017271157167530224,0.06649395509499137,0.0,0.0,0.0,0.08981001727115717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04145077720207254,0.0,0.0,0.0,Non-malignant disease,
GSE181919_N8,0.04065040650406504,0.08130081300813008,0.5609756097560976,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.13821138211382114,0.0,0.0,0.0,0.08130081300813008,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,Cancer_AdjNorm,HNSCC
GSE181316_keloid_2_scRNA,0.0,0.0,0.0,0.0,0.99255298835211,0.0,0.0,0.0,0.0,0.007256062631277449,0.0,0.0,0.0,0.0,0.0,0.0,0.00019094901661256445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE181316_keloid_3L_scRNA,0.010439970171513796,0.01081282624906786,0.0037285607755406414,0.0,0.7046979865771812,0.0,0.0,0.0,0.0,0.2140193885160328,0.0,0.0,0.0,0.05630126771066368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE181919_P33_R,0.015873015873015872,0.0,0.5952380952380952,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.03968253968253968,0.0,0.0,Cancer_Tumor,Leukoplakia
GSE155683_3-1D,0.0,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.38235294117647056,0.21323529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE173252_sf1,0.04798962386511025,0.0,0.8884565499351491,0.0,0.0,0.0,0.0,0.0,0.05188067444876784,0.009079118028534372,0.0,0.0,0.0,0.0,0.0,0.0025940337224383916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE158692_19G00635_Tnbis,0.0,0.0,0.0,0.0,0.5550660792951542,0.0,0.3832599118942731,0.05726872246696035,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Metastasis,CRC
GSE176308_sample4,0.2302158273381295,0.0,0.7697841726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE180544_MSG21,0.0,0.0,0.9119804400977995,0.08068459657701711,0.0,0.0,0.0,0.0,0.007334963325183374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE166173_9_4months_Retinoblastoma,0.0,0.13157894736842105,0.8157894736842105,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,RB
GSE147979_IrisStroma76,0.01990049751243781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.9154228855721394,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE159677_02dat20190515tisCARconDIS,0.0,0.0,0.0,0.0,0.8068181818181818,0.056818181818181816,0.011363636363636364,0.056818181818181816,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE183219_HSA_JGR_514SN_G,0.7421383647798742,0.04716981132075472,0.08176100628930817,0.0,0.059748427672955975,0.0,0.0,0.06918238993710692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,NSCLC
GSE154778_T8,0.0,0.0,0.0,0.0,0.20149253731343283,0.0,0.6567164179104478,0.08955223880597014,0.029850746268656716,0.0,0.007462686567164179,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
GSE141526_ADWST11,0.7052896725440806,0.1712846347607053,0.0,0.0,0.0,0.11083123425692695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010075566750629723,0.0,0.0,0.0025188916876574307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,BCC
GSE130646_muscle1V1,0.0,0.0,0.24404761904761904,0.0,0.0,0.0,0.0,0.0,0.02976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17261904761904762,0.5535714285714286,0.0,0.0,Control,
GSE142045_Adult_chondrocytes,0.006026231832683446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939737681673165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE164291_MM20567_01,0.35477178423236516,0.529045643153527,0.1016597510373444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014522821576763486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE147979_IrisStroma75,0.2815533980582524,0.02330097087378641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16116504854368932,0.031067961165048542,0.0,0.0,0.0,0.0,0.5029126213592233,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE182208_SC_NS-2,0.09613130128956623,0.0,0.861664712778429,0.0,0.008206330597889801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03399765533411489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE155850_NL16Myeloid,0.19921363040629095,0.0799475753604194,0.03669724770642202,0.0,0.0,0.0,0.0,0.0,0.0,0.25688073394495414,0.0,0.0,0.0,0.4272608125819135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE164241_BM158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9702970297029703,0.0,0.0,0.0,0.0297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE154405_DH663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7643312101910829,0.2356687898089172,Control,
GSE143704_Sample_103476_HVGL3BGXB_hu_021219,0.0,0.0,0.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.1025,0.0,0.0,Control,
GSE158970_Polydactyly_03,0.0,0.0,0.29082774049217003,0.0,0.0447427293064877,0.0,0.0,0.0,0.30648769574944074,0.3378076062639821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011185682326621925,0.008948545861297539,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE183219_HSA_JGR_464SN_G,0.0,0.0,0.0,0.0,0.0,0.0,0.017341040462427744,0.9017341040462428,0.023121387283236993,0.0,0.0,0.0,0.057803468208092484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,NSCLC
GSE171381_COVID_4__decidua__HHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.9993589743589744,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE169062_15494X3,0.0,0.03260869565217391,0.05434782608695652,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.16304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE164690_HN08_CD45n,0.0,0.0,0.5212765957446809,0.0,0.10638297872340426,0.2872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.07446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,HNSCC
GSE181957_SC163,0.0,0.0,0.31746031746031744,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.43386243386243384,0.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.0291005291005291,0.0,0.08994708994708994,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE121380_HB35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40298507462686567,0.5223880597014925,Non-malignant disease,
GSE131778_rca1-2,0.0,0.0,0.9807692307692307,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE161267_Pulp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE180878_PM_I,0.05925925925925926,0.25925925925925924,0.5851851851851851,0.0962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE132771_N2W,0.004819277108433735,0.0,0.04819277108433735,0.0,0.0,0.0,0.0,0.946987951807229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE156776_A16,0.4553072625698324,0.00558659217877095,0.5363128491620112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002793296089385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE150516_726INF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41509433962264153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5849056603773585,Non-malignant disease,
GSE121380_HB45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.3870967741935484,Non-malignant disease,
GSE183852_TWCM-H4,0.0,0.0,0.6336423841059603,0.0,0.0,0.0,0.045827814569536426,0.025960264900662253,0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28794701986754967,0.0,0.0,0.0,Non-malignant disease,
GSE155683_3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE146123_No5_24_yo_healthy_retained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE183219_HSA_JGR_458SN_G,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.9674418604651163,0.0,0.0,0.0,0.0,0.027906976744186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,NSCLC
GSE164291_MM20567_02,0.3120728929384966,0.55125284738041,0.11161731207289294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01366742596810934,0.0,0.0,0.0,0.0,0.0,0.0,0.011389521640091117,0.0,0.0,0.0,0.0,Control,
GSE182208_SC_NS-3,0.011972633979475485,0.0,0.9064994298745724,0.0,0.0,0.0,0.0,0.0,0.0,0.0815279361459521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE145927_Bx45B,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE181082_SynTissue_50_6000,0.6193181818181818,0.0,0.30113636363636365,0.0,0.06534090909090909,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.002840909090909091,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE164241_GM169,0.0,0.0,0.0,0.0,0.11287758346581876,0.21462639109697934,0.0,0.0,0.0,0.5119236883942766,0.0,0.0,0.0,0.16057233704292528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE130646_muscle2V2,0.0,0.0,0.7581699346405228,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06862745098039216,0.16013071895424835,0.0,0.0,Control,
GSE164241_GM184a,0.0,0.0,0.11471321695760599,0.0,0.0,0.0,0.0,0.0,0.02493765586034913,0.6982543640897756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06483790523690773,0.09725685785536159,0.0,0.0,Control,
GSE172225_192561SKN_GEX_HHT,0.04353932584269663,0.0,0.14536516853932585,0.0,0.0,0.0,0.0,0.0,0.0,0.6980337078651685,0.0,0.0,0.0,0.05266853932584269,0.0,0.0,0.037219101123595506,0.0,0.023174157303370788,0.0,0.0,0.0,0.0,0.0,Control,
GSE175817_D403,0.0,0.06511627906976744,0.0,0.0,0.10232558139534884,0.26046511627906976,0.0,0.0,0.0,0.2372093023255814,0.0,0.0,0.0,0.26976744186046514,0.0,0.0,0.06511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE164241_GM147,0.0,0.0,0.0,0.0,0.09293680297397769,0.22304832713754646,0.0,0.0,0.0,0.550185873605948,0.0,0.0,0.0,0.13382899628252787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE173252_dd1A,0.0,0.0,0.7320574162679426,0.006379585326953748,0.17862838915470494,0.0,0.0,0.0,0.04784688995215311,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE147520_hThy25A,0.0,0.0,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8509803921568627,0.0,0.0,0.0,Control,
GSE164241_PD134,0.043859649122807015,0.0,0.0,0.0,0.10526315789473684,0.7631578947368421,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE132771_F4W,0.22672064777327935,0.0,0.12550607287449392,0.0,0.032388663967611336,0.0,0.10121457489878542,0.4979757085020243,0.0,0.0,0.0,0.0,0.0,0.016194331983805668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE132802_SKIN_HV1_F2,0.0,0.0,0.0,0.11834319526627218,0.0,0.0,0.0,0.0,0.023668639053254437,0.4437869822485207,0.0,0.0,0.0,0.22485207100591717,0.0,0.0,0.1301775147928994,0.0,0.05917159763313609,0.0,0.0,0.0,0.0,0.0,Control,
GSE181919_N22,0.0,0.0,0.5608540925266904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33451957295373663,0.10462633451957296,0.0,0.0,Cancer_AdjNorm,HNSCC
GSE176417_Sc_skin4,0.0,0.0,0.3947990543735225,0.0,0.14184397163120568,0.0,0.0070921985815602835,0.0,0.0,0.30023640661938533,0.0,0.0,0.004728132387706856,0.026004728132387706,0.0,0.0,0.09692671394799054,0.0,0.028368794326241134,0.0,0.0,0.0,0.0,0.0,Control,
GSE181919_N15,0.0,0.028358208955223882,0.9365671641791045,0.0,0.0,0.0,0.0,0.0,0.013432835820895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164179104477612,0.0,0.0,Cancer_AdjNorm,HNSCC
GSE181957_SC240,0.0,0.0,0.0,0.0,0.03482587064676617,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.22885572139303484,0.0,0.0,0.01990049751243781,0.0,0.04975124378109453,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE164241_PD164c,0.029411764705882353,0.0,0.01583710407239819,0.0,0.12895927601809956,0.5656108597285068,0.0,0.0,0.0,0.13009049773755657,0.0,0.0,0.0,0.09954751131221719,0.030542986425339366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE172225_192565SKN_GEX_HHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7757847533632287,0.0,0.0,0.0,0.2242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE181919_N6,0.0,0.0,0.5476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.31746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349206349206349,0.0,0.0,0.0,Cancer_AdjNorm,HNSCC
GSE159677_01dat20190717tisCARconHEA,0.0,0.0,0.9711934156378601,0.0,0.0,0.0,0.02606310013717421,0.0027434842249657062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE160536_SC223_affected_RPMI,0.0,0.0,0.09782608695652174,0.0,0.02717391304347826,0.0,0.0,0.0,0.0,0.5108695652173914,0.0,0.0,0.0,0.29347826086956524,0.03260869565217391,0.0,0.03804347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE183031_HC03,0.8708375378405651,0.0,0.03985872855701312,0.0,0.0,0.0789606458123108,0.0,0.0,0.0,0.010090817356205853,0.0002522704339051463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE171381_CNTRL_2__villi__HCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE181316_skin_7_scRNA_3,0.03840245775729647,0.013824884792626729,0.3901689708141321,0.0,0.0,0.0,0.0,0.0,0.0,0.39938556067588327,0.0,0.0,0.0,0.07219662058371736,0.0,0.0,0.07373271889400922,0.0,0.01228878648233487,0.0,0.0,0.0,0.0,0.0,Control,
GSE146123_human_molar_healthy_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE160536_SC222_affected_Cryostor,0.07758620689655173,0.06896551724137931,0.39655172413793105,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.31896551724137934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE147979_IrisMuscle76,0.7116564417177914,0.11042944785276074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03067484662576687,0.049079754601226995,0.0,0.0,0.0,0.0,0.09815950920245399,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE143704_Sample_84100_HFVWYBGX9_hu_092718,0.25502815768302495,0.0,0.7449718423169751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
