,Fibroblast|IL6,Fibroblast|HSP,Fibroblast|Universal,Fibroblast|KLK1,Fibroblast|LRRC15,Fibroblast|IL24,Fibroblast|CST2,Fibroblast|Alveolar,Fibroblast|CLDN1,Fibroblast|GREM2,Fibroblast|Corneal,Fibroblast|COX15,Fibroblast|CD36,Fibroblast|CCL19,Fibroblast|ISG,Fibroblast|Chondrocyte,Fibroblast|Dermal-sheath,Fibroblast|SYT1,Fibroblast|COCH,Fibroblast|ITGB8,Fibroblast|CLEC14A,Fibroblast|Satellite,Fibroblast|NRG1,Fibroblast|ADAMDEC1,Cancer_Tissue,Cancer_Type
2022_TabulaSapiens_Science_TabulaSapiens|TSP14_Skin_Abdomen_10X,0.5660377358490566,0.026954177897574125,0.0215633423180593,0.0,0.0,0.3719676549865229,0.0,0.0,0.0,0.013477088948787063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP1_Bladder_nan_smartseq2,0.0,0.017857142857142856,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573482_sample17,0.023350253807106598,0.0,0.009137055837563452,0.0,0.16751269035532995,0.7979695431472081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020304568527918783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,GC
2022_Gur_Cell_Sceleroderma|GSM5837446_AB7858,0.0,0.0,0.7019230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.10576923076923077,0.0,0.0,0.019230769230769232,0.028846153846153848,0.0,0.0,0.0673076923076923,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837482_AB8021,0.0,0.0,0.42696629213483145,0.0,0.0,0.0,0.0,0.0,0.0,0.3146067415730337,0.033707865168539325,0.0,0.0,0.11235955056179775,0.0,0.0,0.056179775280898875,0.0,0.056179775280898875,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2023_Kumar_Nature_Breast|hbca_c31,0.6802325581395349,0.0,0.31802325581395346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017441860465116279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kong_Immunity_CD|N15_LP_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36764705882352944,0.5294117647058824,Control,
2023_Kumar_Nature_Breast|hbca_c99,0.4816391697711549,0.0,0.515167642362959,0.0031931878658861094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Emont_Nature_WAT|Hs_SAT_SVF_242-2A-1,0.0,0.0,0.996969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837612_AB8774,0.0,0.0,0.3645833333333333,0.020833333333333332,0.03125,0.0,0.0,0.0,0.0,0.2916666666666667,0.010416666666666666,0.0,0.0,0.03125,0.0,0.0,0.14583333333333334,0.0,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pal_EMBO_Breast|GSM4909280_B1-MH0090,0.719113781449493,0.1656027037176117,0.11528351483289523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Gur_Cell_Sceleroderma|GSM5837696_AB9429,0.0,0.0,0.704225352112676,0.0,0.0,0.0,0.0,0.0,0.0,0.2112676056338028,0.028169014084507043,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2020_Park_Science_Thymus|WSSS8062675,0.0,0.03262955854126679,0.6404350607805502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326935380678183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Lung_proxmedialdistal_10X,0.018691588785046728,0.0,0.4953271028037383,0.0,0.0,0.0,0.0,0.411214953271028,0.04672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Large_Intestine_distal_10X,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c70,0.6289608177172061,0.0,0.36899488926746166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020442930153321977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Melms_Nature_Lung-COVID19|L03cov,0.0,0.0,0.0,0.0,0.25907990314769974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7409200968523002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP10_Fat_SCAT_smartseq2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Reichart_Science_Heart|BO_H41_RV0_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072289156626506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6927710843373494,0.0,0.0,0.0,Non-malignant disease,
2023_Monavarfeshani_PNAS_Eye|Hu218ODMacularRPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23645970937912814,0.7635402906208718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Reichart_Science_Heart|BO_H17_LV0_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5985037406483791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4014962593516209,0.0,0.0,0.0,Non-malignant disease,
2022_Kumar_CancerDis_Gastric|GSM5573476_sample11,0.10526315789473684,0.0,0.5964912280701754,0.0,0.21052631578947367,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,GC
2022_Hwang_NatGenet_PDAC|U9_Untreated,0.0,0.0,0.0,0.0,0.5057471264367817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942528735632184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2022_Hwang_NatGenet_PDAC|U6_Untreated,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2020_Adams_SciAdv_IPF|137C-a,0.05454545454545454,0.0,0.8909090909090909,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Madissoon_NatGenet_Lung|WTDAtest7985096,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0189873417721519,0.0,0.0,0.0,0.0,0.9493670886075949,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837648_AB9097,0.0,0.0,0.5747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.3218390804597701,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP2_Vasculature_Aorta_10X,0.003654970760233918,0.0,0.9773391812865497,0.0,0.0,0.0,0.0007309941520467836,0.0,0.01827485380116959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Habermann_SciAdv_Lung-COVID19|GSM5226582_L03cov,0.0,0.0,0.0,0.0,0.25907990314769974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7409200968523002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2020_Litvinukova_Nature_Heart|HCAHeart7836683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_n22,0.0,0.0,0.07443820224719101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925561797752809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c137,0.5718927701056052,0.25751421608448416,0.05686433793663688,0.11372867587327376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Garcia-Alonso_NatGenet_Endometrial|MRC_Endo8715416,0.0008130081300813008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991869918699187,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837590_AB8673,0.0,0.0,0.624,0.0,0.064,0.0,0.0,0.0,0.0,0.232,0.008,0.0,0.0,0.032,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837315_AB7276,0.0,0.0,0.9890710382513661,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Litvinukova_Nature_Heart|HCAHeart7880863,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.1368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,Control,
2022_Emont_Nature_WAT|Hs_SAT_SVF_239-1A-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Fonseca_NatGenet_Endometriosis|sample46,0.0,0.0,0.9940711462450593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005928853754940711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Emont_Nature_WAT|Hs_SAT_SVF_238-2A-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837419_AB7758,0.0,0.0,0.43119266055045874,0.0,0.0,0.0,0.022935779816513763,0.0,0.0,0.4954128440366973,0.0,0.0,0.0,0.027522935779816515,0.0,0.0,0.022935779816513763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Emont_Nature_WAT|Hs_SAT_SVF_239-2A-1,0.0300187617260788,0.0,0.9699812382739212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Reichart_Science_Heart|BO_H11_S00_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45484949832775917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5451505016722408,0.0,0.0,0.0,Non-malignant disease,
2022_Gur_Cell_Sceleroderma|GSM5837616_AB8779,0.0,0.0,0.8172043010752689,0.0,0.0,0.0,0.0,0.0,0.0,0.15053763440860216,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_TabulaSapiens_Science_TabulaSapiens|TSP1_Bladder_nan_10X,0.043461970775571374,0.02098164106406894,0.928812289246909,0.0,0.0,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003746721618583739,0.0,0.0,0.0,0.0,Control,
2022_Reichart_Science_Heart|BO_H07_S00_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028811524609844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971188475390156,0.0,0.0,0.0,Non-malignant disease,
2022_Gur_Cell_Sceleroderma|GSM5837537_AB8447,0.0,0.0,0.7948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.17094017094017094,0.0,0.0,0.0,0.03418803418803419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2020_Litvinukova_Nature_Heart|HCAHeart7702880,0.0,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47297297297297297,0.0,0.0,0.0,Control,
2022_vanZyl_PNAS_Eye|Hu216218IrisCS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c49,0.3979135618479881,0.05365126676602087,0.0,0.0,0.005961251862891207,0.5424739195230999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2022_Reichart_Science_Heart|BO_H31_S00_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5046728971962616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4953271028037383,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s1231_Liver_Tumor,0.08639308855291576,0.0,0.0,0.0,0.3226781857451404,0.0008639308855291577,0.5818574514038877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005183585313174946,0.003023758099352052,Cancer_Metastasis,CRC
2020_Litvinukova_Nature_Heart|HCAHeart7985086,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573466_sample1,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961038961038961,0.0,Cancer_AdjNorm,GC
2023_Fonseca_NatGenet_Endometriosis|sample45,0.0,0.11949685534591195,0.8301886792452831,0.0,0.0,0.0,0.0,0.012578616352201259,0.0,0.0,0.0,0.0,0.031446540880503145,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Melms_Nature_Lung-COVID19|C57ctr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Reichart_Science_Heart|BO_H19_RV0_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22641509433962265,0.0,0.0,0.0,Non-malignant disease,
2020_Adams_SciAdv_IPF|235CO,0.3333333333333333,0.0,0.4117647058823529,0.0,0.09803921568627451,0.0,0.0,0.13725490196078433,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_n16,0.0,0.0,0.25052192066805845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494780793319415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Fonseca_NatGenet_Endometriosis|sample48,0.0,0.0033333333333333335,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Nee_NatGenet_Breast|GSM5320157_scRNA_ctrl6,0.38764940239043827,0.0,0.0,0.0,0.0,0.6123505976095618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Elmentaite_Nature_Intestine|Human_colon_16S8001871,0.0,0.0,0.956989247311828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043010752688172046,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c54,0.0,0.0025662959794696323,0.9495295124037639,0.04362703165098375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00427715996578272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573491_sample26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891304347826086,0.010869565217391304,Cancer_Tumor,GC
2023_Hickey_Nature_Intestine|B010-A-201,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5655172413793104,0.12413793103448276,Control,
2021_Elmentaite_Nature_Intestine|4918STDY7933270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031413612565445025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3403141361256545,0.6282722513089005,Non-malignant disease,
2023_Hickey_Nature_Intestine|B012-A-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.2692307692307692,Control,
2021_Elmentaite_Nature_Intestine|4918STDY7982702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1958041958041958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1048951048951049,0.6993006993006993,Non-malignant disease,
2022_Hwang_NatGenet_PDAC|U17_Untreated,0.0,0.0,0.0,0.0,0.31333333333333335,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.6466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,PC
2023_Kumar_Nature_Breast|hbca_c159,0.6061643835616438,0.10730593607305935,0.2785388127853881,0.0,0.0,0.0,0.0,0.0,0.007990867579908675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837313_AB7274,0.0,0.0,0.7662337662337663,0.0,0.0,0.0,0.0,0.0,0.0,0.16883116883116883,0.025974025974025976,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP1_Lung_nan_10X,0.037383177570093455,0.0,0.4205607476635514,0.0,0.0,0.0,0.0,0.5420560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Gur_Cell_Sceleroderma|GSM5837615_AB8778,0.0,0.0,0.6724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.22988505747126436,0.0,0.0,0.005747126436781609,0.040229885057471264,0.0,0.0,0.04597701149425287,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,Control,
2020_Litvinukova_Nature_Heart|HCAHeartST11350195,0.0,0.0,0.03880597014925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7820895522388059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1791044776119403,0.0,0.0,0.0,Control,
2022_vanZyl_PNAS_Eye|Hu235CiliaryBody,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512396694214877,0.1487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Habermann_SciAdv_Lung-COVID19|GSM5226583_L04cov,0.0,0.0,0.030837004405286344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691629955947136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Reichart_Science_Heart|BO_H03_S00_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c147,0.865146831530139,0.013910355486862442,0.11823802163833076,0.002704791344667697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Reichart_Science_Heart|BO_H25_LV0_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30036630036630035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6996336996336996,0.0,0.0,0.0,Non-malignant disease,
2023_Monavarfeshani_PNAS_Eye|Pt13Scl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3971223021582734,0.6028776978417266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Wu_NatGenet_Breast|CID3921,0.0410958904109589,0.0273972602739726,0.2328767123287671,0.0,0.5616438356164384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2023_Kumar_Nature_Breast|hbca_c128,0.8680149015433741,0.019159127195316657,0.11282597126130921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c124,0.8744588744588745,0.05887445887445888,0.05974025974025974,0.006926406926406926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_n13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829581993569132,0.0,0.0,0.7170418006430869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2022_TabulaSapiens_Science_TabulaSapiens|TSP4_Uterus_Endometrium_10X,0.2749873160832065,0.0273972602739726,0.0,0.0,0.0,0.026382546930492135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6712328767123288,0.0,0.0,0.0,0.0,Control,
2021_Pal_EMBO_Breast|GSM4909301_ER-MH0042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2023_Hickey_Nature_Intestine|B009-A-405,0.0,0.0,0.07608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29347826086956524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03260869565217391,0.0,0.13043478260869565,0.4673913043478261,Control,
2022_Reichart_Science_Heart|BO_H53_RV0_premrna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6804878048780488,0.0,0.0,0.0,Control,
2022_TabulaSapiens_Science_TabulaSapiens|TSP14_Fat_MAT_10X,0.0,0.0,0.9931558935361217,0.0,0.0,0.0,0.0,0.006844106463878327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2022_Kumar_CancerDis_Gastric|GSM5573484_sample19,0.03690036900369004,0.0,0.9630996309963099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,GC
2022_Gur_Cell_Sceleroderma|GSM5837490_AB8029,0.0,0.0,0.3835616438356164,0.0,0.0,0.0,0.0,0.0,0.0,0.5342465753424658,0.0,0.0,0.0136986301369863,0.0684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c86,0.3604593110334498,0.03744383424862706,0.5891163255117324,0.012980529206190713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
