,Ductal,Fibroblast,Endothelial,Mural,Plasma,T&NK,B_GC,Dendritic_plasmacytoid,Macrophage,Monocyte,B_mature,Dendritic_classical,Platelet,Hematopoietic,Squamous,Mast&Basophil,Hepatocyte,Neuron_excitatory,Astrocyte,Oligodendrocyte_mature,Neuron_inhibitory,Oligodendrocyte_progenitor,Erythroid,Neutrophil,Melanocyte,Schwann,B_progenitor,Ciliated,Muller,Rod,Neuron_bipolar,Spermatocyte,Organ
GSE167295_SC167,0.0733130982955872,0.0037356992762082653,0.031519962643007236,0.0,0.007004436142890497,0.4492178379640439,0.0,0.0,0.08802241419565725,0.03899136119542377,0.140789166472099,0.01774457156198926,0.0,0.0,0.010740135419098762,0.01027317300957273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12864814382442213,0.0,0.0,0.0,0.0,Lung
GSE128066_SC68,0.036885245901639344,0.42110655737704916,0.09016393442622951,0.12295081967213115,0.00665983606557377,0.03278688524590164,0.0,0.0,0.03944672131147541,0.0,0.0,0.015881147540983607,0.0,0.0,0.15932377049180327,0.02305327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008709016393442622,0.0430327868852459,0.0,0.0,0.0,0.0,0.0,0.0,Skin
GSE128066_SC124,0.043357933579335796,0.235239852398524,0.12269372693726938,0.13214944649446494,0.00507380073800738,0.021678966789667898,0.0,0.0,0.03044280442804428,0.0,0.0,0.0020756457564575647,0.0,0.0,0.37661439114391143,0.009686346863468635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092251,0.0117619926199262,0.0,0.0,0.0,0.0,0.0,0.0,Skin
GSE128066_SC125,0.03145079472438282,0.18329387893134935,0.07676699357456881,0.18870476834629693,0.002705444707473791,0.023334460601961447,0.0,0.0,0.025025363544132567,0.0,0.0,0.006425431180250254,0.0,0.0,0.4430165708488333,0.002705444707473791,0.0,0.0,0.0,0.0,0.0,0.0,0.003043625295908015,0.0,0.0016909029421711193,0.011836320595197836,0.0,0.0,0.0,0.0,0.0,0.0,Skin
GSE128066_CS_PBL,0.0,0.0,0.0,0.0,0.0,0.7986294148655773,0.0,0.0,0.007380073800738007,0.14022140221402213,0.032156035846072746,0.015287295730100159,0.0063257775434897206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE128066_KC_PBL,0.0,0.0,0.0,0.0,0.0,0.6373355263157895,0.0,0.0028782894736842104,0.0,0.2759046052631579,0.06414473684210527,0.01069078947368421,0.009046052631578948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE128066_TB_PBL,0.0,0.0,0.0,0.0,0.0,0.7396496815286624,0.0,0.006767515923566879,0.0,0.20302547770700638,0.03304140127388535,0.01751592356687898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE128066_TC_PBL,0.0,0.0,0.0,0.0,0.0,0.7505957108816521,0.0,0.006354249404289118,0.0,0.17434471803018267,0.05242255758538523,0.011517077045274026,0.0,0.004765687053216839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE180544_MSG11,0.38749491387494917,0.21863556218635563,0.11447172114471721,0.04489353044893531,0.14525973145259732,0.04787739047877391,0.0,0.0,0.0196663501966635,0.0,0.0043401600434016,0.004475790044757901,0.0,0.0,0.010307880103078801,0.0025769700257697002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE180544_MSG15,0.8253377446925834,0.0500413564929694,0.017990074441687345,0.007030603804797354,0.034463744141163495,0.045492142266335814,0.0,0.0,0.01213123793768955,0.0,0.0041356492969396195,0.0,0.0,0.0,0.0017921146953405018,0.0011717673007995589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041356492969396195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE180544_MSG18,0.5877862595419847,0.116793893129771,0.09185750636132316,0.04783715012722646,0.048091603053435114,0.038931297709923665,0.0,0.0,0.03486005089058524,0.0,0.0,0.0,0.0,0.0,0.02748091603053435,0.006361323155216285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE180544_MSG21,0.6890978063664852,0.10110506349991753,0.05822200230908791,0.024080488207158173,0.029853207982846776,0.05442850074220683,0.0,0.0,0.025399967013029854,0.0,0.001814283358073561,0.002474022761009401,0.0,0.0,0.013524657760184727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE181297_Keloid1,0.0,0.3215209518882566,0.24741334712881533,0.15086652871184686,0.0,0.03136316606311433,0.0,0.0,0.02677185721676151,0.0,0.0023926539058458356,0.011639937920331092,0.0,0.0,0.15629849974133472,0.04209777547853078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018106570098292809,0.007824624935333679,0.0,0.0,0.0,0.0,0.0,0.0,Skin
GSE185224_mag15_gex,0.9947426674045379,0.0,0.0,0.0,0.004012174875484228,0.0012451577199778638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE185224_mag12_gex,0.9940942768173521,0.0,0.0,0.0,0.0020401589176420056,0.003865564265005906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE185224_mag17_gex,0.9962910632285411,0.0,0.0,0.0,0.0026492405510420347,0.0010596962204168139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE179346_HD1,0.0,0.0,0.0,0.0,0.005925250683682771,0.7570647219690064,0.0,0.005925250683682771,0.0,0.1048313582497721,0.06927985414767548,0.011850501367365542,0.0,0.026891522333637192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013673655423883319,0.0,0.0,0.0,0.004557885141294439,0.0,0.0,0.0,0.0,0.0,Bone marrow
GSE179346_RD2,0.0,0.0052178450300026085,0.0,0.0,0.0020871380120010435,0.10409600834855205,0.0,0.037568484216018785,0.010957474563005479,0.06235324810853118,0.09287764153404644,0.0,0.0,0.33994260370467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747978085050874,0.0,0.0,0.0,0.17010174797808505,0.0,0.0,0.0,0.0,0.0,Bone marrow
GSE179346_RD3,0.0,0.0010689470871191875,0.0,0.0,0.0037413148049171567,0.12185996793158739,0.0,0.032068412613575625,0.010956707642971674,0.12292891501870658,0.018439337252805985,0.005344735435595938,0.0,0.4037947621592731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822554783538215,0.0,0.0,0.0,0.09754142169962587,0.0,0.0,0.0,0.0,0.0,Bone marrow
GSE129845_138,0.006750465549348231,0.013966480446927373,0.021182495344506516,0.0037243947858473,0.11149906890130354,0.40502793296089384,0.0,0.005819366852886406,0.012337057728119181,0.0,0.39106145251396646,0.0260707635009311,0.0,0.0,0.0,0.0025605214152700185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_158,0.3107704559028469,0.004977105315548477,0.0057734421660362335,0.0,0.16543898068883137,0.4336054150905833,0.0,0.0,0.02130201075054748,0.0,0.027473621341827594,0.02568186342823014,0.0,0.0,0.0,0.004977105315548477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_159,0.4228310502283105,0.008584474885844748,0.008949771689497716,0.0029223744292237444,0.08621004566210046,0.3643835616438356,0.0,0.0,0.01589041095890411,0.0,0.06538812785388128,0.014611872146118721,0.0,0.0,0.0,0.006027397260273973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004200913242009132,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run230_180,0.18149466192170818,0.022322872856680685,0.005823358136525397,0.0,0.21222905208670334,0.4561630540278227,0.0,0.0,0.06114526043351666,0.0,0.02782271109673245,0.019411193788417987,0.0,0.0,0.0,0.013587835651892591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run231_180,0.17715019255455713,0.022464698331193838,0.005776636713735558,0.0,0.21534017971758665,0.4579589216944801,0.0,0.0,0.04300385109114249,0.01765083440308087,0.02663671373555841,0.018292682926829267,0.0,0.0,0.0,0.015725288831835688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run230_181,0.0191136315900021,0.008401596303297627,0.01596303297626549,0.0,0.23734509556815794,0.4648183154799412,0.0,0.003780718336483932,0.012182314639781559,0.0027305187985717286,0.18462507876496534,0.0438983406847301,0.0,0.0023104389834068474,0.0,0.004830917874396135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run231_181,0.01835767864192657,0.007895775759968417,0.015594157125937624,0.0,0.22404263718910383,0.48815633636004735,0.0,0.003750493485984998,0.013620213185945518,0.003355704697986577,0.18160284247927358,0.038097118041847615,0.0,0.0,0.0,0.005527043031977891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run230_186,0.08348968105065666,0.02298311444652908,0.0698874296435272,0.0,0.1824577861163227,0.549249530956848,0.0,0.0,0.03283302063789869,0.006097560975609756,0.017354596622889306,0.03142589118198874,0.0,0.0,0.0,0.004221388367729831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run231_186,0.07800793301013663,0.01630674305861613,0.06831203173204055,0.0057293962097840455,0.17628911414720141,0.5531070956368445,0.0,0.0,0.030409872190392245,0.007051564565888057,0.01851035698545615,0.02908770383428823,0.0,0.010577346848832084,0.0,0.006610841780520053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run230_187,0.015486725663716814,0.04277286135693215,0.08997050147492626,0.0,0.27949852507374634,0.34882005899705015,0.0,0.01327433628318584,0.05014749262536873,0.046460176991150445,0.03023598820058997,0.07743362831858407,0.0,0.0,0.0,0.0058997050147492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_run231_187,0.015418502202643172,0.039647577092511016,0.09030837004405286,0.0,0.29515418502202645,0.33480176211453744,0.0,0.011747430249632892,0.08149779735682819,0.009544787077826725,0.03010279001468429,0.08590308370044053,0.0,0.0,0.0,0.005873715124816446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_189,0.04192577733199599,0.0156469408224674,0.017051153460381142,0.0032096288866599798,0.1045135406218656,0.6234704112337011,0.0,0.0,0.01584754262788365,0.0,0.15466399197592778,0.023671013039117353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_190,0.011420828493999226,0.06310491676345335,0.06445993031358885,0.021873790166473093,0.06291134339914828,0.6490514905149052,0.0,0.0,0.03968253968253968,0.0,0.030197444831591175,0.03232675183894696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02497096399535424,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_192,0.058257101588830046,0.014203177660086663,0.053683196918632645,0.007944150216658643,0.15816080885893116,0.4545016851227732,0.011073663938372653,0.0,0.07029369282619162,0.0,0.12132883967260472,0.023110255175734232,0.0,0.0,0.0,0.017332691381800675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010110736639383727,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_193,0.016951587415601207,0.002011205286596753,0.015227697169946847,0.006320930900732653,0.21879040367763253,0.5612699324809654,0.007470191064502227,0.0,0.02628932624622899,0.010917971555810946,0.10688119523057033,0.022985203275391466,0.0,0.0,0.0,0.004884355696020686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_195,0.3949604453559918,0.004101963082332259,0.004687957808379725,0.0,0.13477878699091708,0.35774978025197773,0.0,0.0,0.042484617638441254,0.0,0.061236448871960156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_196,0.19002579535683578,0.023789051304098596,0.01003152765835483,0.0,0.2826024648896532,0.3356262539409573,0.0,0.005159071367153913,0.04413872169676125,0.0,0.07108053883634279,0.03296073373459444,0.0,0.0,0.0,0.004585841215247922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_208,0.02303754266211604,0.012514220705346985,0.04579067121729238,0.003981797497155859,0.0816268486916951,0.7349260523321957,0.0,0.0,0.026450511945392493,0.0,0.032423208191126277,0.01564277588168373,0.0,0.0,0.0,0.01422070534698521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00938566552901024,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_209,0.013405948889819858,0.035609551738583996,0.027230833682446585,0.003770423125261835,0.1365731043150398,0.6447423544197738,0.0,0.0,0.05446166736489317,0.006074570590699623,0.030372852953498116,0.022413070800167575,0.0,0.0,0.0,0.01864264767490574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006702974444909929,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_122,0.6187806587245971,0.005606166783461808,0.0,0.0,0.13594954449894883,0.1751927119831815,0.0,0.0,0.011913104414856343,0.0,0.01051156271899089,0.011212333566923615,0.0,0.0,0.0,0.030833917309039945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_123,0.8740157480314961,0.0,0.0,0.0,0.04330708661417323,0.07204724409448819,0.0,0.0,0.0,0.0,0.0,0.007480314960629921,0.0,0.0,0.0,0.0031496062992125984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_128,0.022954091816367265,0.0249500998003992,0.029940119760479042,0.001996007984031936,0.29474384564204925,0.26214238190286093,0.0,0.0,0.0499001996007984,0.039254823685961414,0.23087159015302727,0.039587491683300065,0.0,0.0,0.0,0.003659347970725216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_129,0.13193636010865348,0.02405898331393093,0.01086534730306558,0.0,0.11719053162592162,0.6472642607683353,0.0,0.0,0.017462165308498253,0.0,0.026387272021730693,0.011253395421032208,0.0,0.0,0.0,0.007760962359332557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005820721769499418,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_135,0.31251530737203037,0.009306882194464855,0.0039186872397746755,0.0,0.044330149399951016,0.3825618417830027,0.004163605192260593,0.0,0.013470487386725447,0.0,0.21920156747489591,0.008327210384521186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002204261572373255,0.0,0.0,0.0,0.0,0.0,0.0,Intestine
GSE129845_126,0.0,0.0,0.0,0.0,0.00557361820715281,0.5685090571295867,0.0,0.0,0.0,0.17928471899674872,0.2215513237343242,0.014862981885740827,0.010218300046446818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE129845_127,0.0,0.0,0.0,0.0,0.010195412064570943,0.5913338997451147,0.0,0.005097706032285472,0.10535259133389975,0.029736618521665252,0.14868309260832624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10960067969413764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE129845_134,0.0,0.0,0.0,0.0,0.007947976878612716,0.8200867052023122,0.0,0.0,0.019508670520231215,0.030346820809248554,0.10404624277456648,0.0,0.018063583815028903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE129845_179,0.0,0.0,0.0,0.0,0.005909090909090909,0.8777272727272727,0.0,0.0029545454545454545,0.0,0.06340909090909091,0.04704545454545454,0.0029545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE129845_185,0.0,0.0,0.0,0.0,0.0023846022824050416,0.6959632089933572,0.0,0.006642820643842616,0.0,0.19264179867143588,0.08329075114971896,0.011071367739737693,0.0057911769715551014,0.0022142735479475386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE129845_CD15P,0.0,0.0,0.0,0.0,0.001323001323001323,0.6724626724626724,0.0,0.007182007182007182,0.001134001134001134,0.1993951993951994,0.08637308637308637,0.013797013797013797,0.014364014364014363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003969003969003969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE148020_20190809chi,0.0,0.0,0.0,0.0,0.02398172820708032,0.3281309478492577,0.0,0.02398172820708032,0.0,0.44080700418728586,0.038827559954320516,0.023030072325846973,0.015797487628473543,0.006090597639893415,0.0,0.05728968405024743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420631899505139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE148020_Hu,0.0,0.0,0.0,0.0,0.25815418828762043,0.053187546330615273,0.0,0.0,0.0,0.4186434395848777,0.0,0.01056338028169014,0.2488880652335063,0.01056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE148020_Liu,0.0,0.0,0.0,0.0,0.0023657751199316554,0.0407439048432674,0.0,0.0,0.0,0.8591706643885129,0.0,0.037852401918906486,0.05270421239403299,0.007163041335348623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_121_OM_CD3,0.0,0.008157211716722283,0.02224694104560623,0.0,0.010011123470522803,0.9595847237671487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_122_OM_CD3,0.0,0.0,0.0020804438280166435,0.0,0.0,0.9979195561719834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_124_OM_CD3,0.0,0.0,0.0,0.0,0.0,0.9978157267672756,0.0,0.0,0.0,0.0,0.0,0.0021842732327243845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_125_OM_CD3,0.0,0.0,0.0,0.0,0.0,0.9977876106194691,0.0,0.0,0.0,0.0,0.0,0.0022123893805309734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_121_Bl_CD3,0.0,0.0,0.0,0.0,0.0,0.9991361437456807,0.0,0.0,0.0008638562543192813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_122_Bl_CD3,0.0,0.0,0.0,0.0,0.0,0.9848408287013644,0.0,0.0,0.006568974229408792,0.0,0.0,0.008590197069226882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_124_Bl_CD3,0.0,0.0,0.0,0.0,0.0,0.9953782534663099,0.0,0.0,0.0034054974458769156,0.0,0.0,0.0012162490878131842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_125_Bl_CD3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_121_OM_HLADR,0.0,0.0,0.0,0.0,0.045714285714285714,0.026285714285714287,0.0,0.10257142857142858,0.11514285714285714,0.3902857142857143,0.006571428571428572,0.3117142857142857,0.0,0.0,0.0,0.0017142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_122_OM_HLADR,0.0,0.0,0.0,0.0,0.054770318021201414,0.07302709069493522,0.0,0.02944640753828033,0.20730270906949352,0.26855123674911663,0.013545347467608953,0.3333333333333333,0.0,0.0,0.0,0.020023557126030624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_124_OM_HLADR,0.0,0.0,0.0,0.0,0.011692650334075724,0.024498886414253896,0.0,0.0200445434298441,0.09465478841870824,0.1915367483296214,0.0,0.6547884187082406,0.0,0.0,0.0,0.0027839643652561247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_125_OM_HLADR,0.0,0.0,0.006311537490532693,0.0,0.0358495329462257,0.06715475889926786,0.0,0.0684170663973744,0.18328704872506943,0.1532441302701338,0.0,0.48422115627366824,0.0,0.0,0.0,0.0015147689977278464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mouth
GSE163633_121_Bl_HLADR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02626521460602178,0.0032030749519538757,0.903267136450993,0.0,0.057655349135169766,0.0,0.009609224855861628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_122_Bl_HLADR,0.0,0.0,0.0,0.0,0.0055309734513274336,0.0027654867256637168,0.0,0.013827433628318585,0.00331858407079646,0.9109513274336283,0.0055309734513274336,0.05420353982300885,0.0,0.0038716814159292035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE163633_125_Bl_HLADR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584958217270195,0.0,0.8738921245885034,0.006330716637123322,0.06128133704735376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blood
GSE111976_endo_14,0.547294224647567,0.314006366530241,0.0241018644838563,0.009095043201455207,0.0,0.08640291041382446,0.0,0.0,0.0015916325602546612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017507958162801273,0.0,0.0,0.0,0.0,Uterus
GSE111976_endo_19,0.6533333333333333,0.045,0.0030952380952380953,0.0,0.0,0.029523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11023809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880952380952382,0.0,0.0,0.0,0.0,Uterus
GSE111976_endo_20,0.5919098143236075,0.35881962864721484,0.014190981432360743,0.016246684350132625,0.0,0.008023872679045092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010809018567639257,0.0,0.0,0.0,0.0,Uterus
GSE111976_endo_29,0.8056770562505735,0.1036919218181262,0.020004282262257974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706267396690423,0.0,0.0,0.0,0.0,Uterus
GSE111976_endo_39,0.2812688619140232,0.6065991549862517,0.015290724968144324,0.007980685400040238,0.0,0.03011199785393334,0.0,0.0,0.0032190999932935416,0.0,0.0010730333310978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054456441553215745,0.0,0.0,0.0,0.0,Uterus
GSE111976_endo_41,0.7112375533428165,0.024466571834992887,0.0112375533428165,0.001991465149359886,0.0,0.08250355618776671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16856330014224752,0.0,0.0,0.0,0.0,Uterus
GSE111976_endo_57,0.4550660792951542,0.30895741556534506,0.0631424375917768,0.041116005873715125,0.0,0.06226138032305433,0.0,0.0,0.006754772393538913,0.0,0.002936857562408223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05976505139500734,0.0,0.0,0.0,0.0,Uterus
