,PANGEA_annotation,SEN,PPV,CFS,score
Dendritic_B@Adams_2020_Lung|IPF,Dendritic_classical|DC1,0.8208296557811121,0.9318637274549099,0.9838861732422292,0.9095992657627325
cDC1@Adams_2020_Lung|IPF,Dendritic_classical|DC1,0.8208296557811121,0.9318637274549099,0.9838861732422292,0.9095992657627325
B cell@Kim_2024_Blood|HCC,B_mature|Naive,0.7928223844282238,0.9958740831295844,0.9522044985509558,0.9092923156066763
mast cell@Kumar_2023_Breast_scRNA,Mast&Basophil,0.9969879518072289,0.7574370709382151,0.9950784270525588,0.9091410324070744
CD4@Stephenson_2021_Blood|COVID-19,T&NK|T_CD4_N&CM,0.9080953682197022,0.8572340631348144,0.9631327932174188,0.9084597358020575
pericyte@Kumar_2023_Breast_scRNA,Mural|FGF7,0.8699312019425334,0.9639894165657653,0.8923764917456495,0.9078939003018411
B cells@Habermann_2020_Lung|COVID-19,Plasma,0.7710640684144119,0.978996084015664,0.9852375668926712,0.90601932491085
"CD4-positive, alpha-beta T cell@COMBAT_2022_Blood|COVID-19",T&NK|T_CD4_N&CM,0.8253140053622882,0.9149492482825816,0.9832872800704888,0.9055217375827811
DC_c4-LILRA4@Ren_2021_Blood|COVID-19,Dendritic_plasmacytoid,0.8530399104811638,0.8709063214013709,0.9989453723925692,0.9053729418520919
skeletal muscle satellite stem cell@TabulaSapiens_2022_Multiple,Fibroblast|Satellite,0.9443179465949079,0.9781303602058319,0.7984271777450381,0.90347630019609
Alveolar macrophages@Dominguez-Conde_2022_Multiple,Macrophage|Alveolar,0.8994082840236687,0.9205557534734592,0.8897481107180052,0.9031461151674014
classical monocyte@Schulte-Schrepping_2020_Blood|COVID-19,Monocyte|Classical_general,0.8400344414495358,0.9604091765108714,0.9125245613440152,0.902954746775155
Classical Monocyte@Schulte-Schrepping_2020_Blood|COVID-19,Monocyte|Classical_general,0.8400344414495358,0.9604091765108714,0.9125245613440152,0.902954746775155
Mast_CLC@Gur_2022_Blood|Scleroderma,Mast&Basophil,0.9298245614035088,1.0,0.7915613300500922,0.9028768709809784
CD4 T@Hao_2021_Blood,T&NK|T_CD4_N&CM,0.8750851692028163,0.9313512206913223,0.902606462982228,0.9027221181842752
naïve CD8+ T@Kim_2024_Blood|HCC,T&NK|T_CD8_N&CM,0.9473883421650265,0.9716614906832298,0.7988447445842309,0.9026134551789214
B cells@Melms_2021_Lung,Plasma,0.7631288004422333,0.9773451327433629,0.9854540000573112,0.9024588019403249
goblet cell@Chen_2021_Cancer|CRC,Ductal|Goblet,0.9224914988935068,0.822631882941856,0.962802769085881,0.900675633386347
Plasma cells@Dominguez-Conde_2022_Multiple,Plasma,0.9948963317384371,0.7339687022002589,0.9997135573252124,0.900416927184268
DC1@Stephenson_2021_Blood|COVID-19,Dendritic_classical|DC1,0.9781420765027322,0.750524109014675,0.9930884296569772,0.9000186390764247
Myocyte_PLN@Fan_2023_Cancer|CC,Mural|RERGL,0.9505591524426134,0.8073654390934845,0.9497969427466204,0.8999672173717481
Enterocyte@Elmentaite_2021_Intestine,Ductal|Enterocyte,0.8723183749611358,0.9680276020701553,0.8608274377730948,0.8991378655673816
B cells Memory@Wu_2021_Cancer|BRCA,B_mature,0.934134056567222,0.7792501616031028,0.9977187926825136,0.8988724846379842
B cells Memory@Wu_2021_Cancer|BRCA,B_mature,0.934134056567222,0.7792501616031028,0.9977187926825136,0.8988724846379842
CytoT_GZMH+@Perez_2022_Blood|SLE,T&NK|T_CD8_EMRA,0.8486406519050276,0.856062922777703,0.9897817112435164,0.8958933536303235
Plasma@Zhu_2020_Blood|COVID-19,Plasma,0.8648049645390071,0.8312739667660843,0.9999599420501364,0.8958081009506736
melanocyte@TabulaSapiens_2022_Multiple,Melanocyte,0.9134615384615384,0.8796296296296297,0.8923401317061977,0.8950353333718852
Cholangiocytes@Aizarani_2019_Liver,Ductal|Pancreatobiliary_ductal,0.8502617801047121,0.9950980392156863,0.8463730425107366,0.8946643183437962
mast cell@TabulaSapiens_2022_Multiple,Mast&Basophil,0.9432529043789097,0.7607207207207207,0.9949532202341465,0.8937554154851454
B_naive@Perez_2022_Blood|SLE,B_mature|Naive,0.9544219961139084,0.8789552167011401,0.8468911030338111,0.8923014240461696
NK@Adams_2020_Lung|IPF,T&NK|NK_CD16,0.9653378020814959,0.7384791849402874,0.9958594681475028,0.8920828895879487
CD8.TE@Stephenson_2021_Blood|COVID-19,T&NK|T_CD8_EMRA,0.9141666977995293,0.8055272080850644,0.962969521553146,0.891742332935885
NK@Adams_2020_Lung|IPF,T&NK|NK_CD16,0.9653378020814959,0.7374839970352403,0.9958594681475028,0.8916819804313841
B_c01-TCL1A@Ren_2021_Blood|COVID-19,B_mature|Naive,0.8985031673890537,0.856846420951345,0.9180441188317996,0.8907627568978713
ILC3@Elmentaite_2021_Intestine,T&NK|ILC,0.9182692307692307,0.955,0.804852855937611,0.8903551964900915
Ventricular Cardiomyocyte@Kanemaru_2023_Heart,Mural|SPINT2,0.9966546064705574,0.7944426796850184,0.8840440840997104,0.8878925038638331
Artery@Shiao_2024_Breast|BRCA,Endothelial|Arterial,0.8791208791208791,0.8387295713845205,0.9472279609007258,0.8872411712410712
PVL Differentiated s3@Wu_2021_Cancer|BRCA,Mural|RERGL,0.8887295669630054,0.8673383711167086,0.9024687710709812,0.8860606647077549
PVL Differentiated@Wu_2021_Cancer|BRCA,Mural|RERGL,0.8887295669630054,0.8673383711167086,0.9024687710709812,0.8860606647077549
luminal epithelial cell of mammary gland@Kumar_2023_Breast_scRNA,Ductal|Gland_MUCL1,0.7202317674663602,0.9997341238716881,0.9656321284026508,0.885909785393147
AE1@Chan_2021_Lung|SCLC,Ductal|AT1,0.9426666666666667,0.8528347406513872,0.8643577421441692,0.8857384951772768
vein endothelial cell@Kumar_2023_Breast_scRNA,Endothelial|Venous_activated,0.9533526290400386,0.8088650595506078,0.9010151676372878,0.885701231865543
Myeloid cells@Terekhova_2023_Blood,Monocyte|Classical_general,0.7482452105005416,0.9999722351130625,0.928408780650683,0.8856396307460478
AT1@Sikkema_2023_Lung,Ductal|AT1,0.8510772332115408,0.9683199541284404,0.8418464287708053,0.8852655746564047
cardiac muscle cell@Reichart_2022_Heart,Mural|SPINT2,0.766455375090714,0.9762410172721956,0.926940748851536,0.8851807616579432
ATI@Adams_2020_Lung|IPF,Ductal|AT1,0.8765432098765432,0.9102564102564102,0.8663827315389454,0.884196831833526
ATI@Adams_2020_Lung|IPF,Ductal|AT1,0.8765432098765432,0.9102564102564102,0.8663827315389454,0.884196831833526
T cells proliferating@Sikkema_2023_Lung,T&NK|T_CD8_exhausted,0.858,0.8171428571428572,0.9853332531340572,0.8840078849911799
Lymphoid@Hwang_2022_Cancer|PDAC,T&NK|T_CD4_N&CM,0.7294970072456158,0.9929959977129789,0.9535279712447484,0.8839644848503103
Adventitial fibroblasts@Sikkema_2023_Lung,Fibroblast|Universal,0.9447727933339792,0.8787059565648373,0.8306288434999751,0.8834717199074267
platelet@Schulte-Schrepping_2020_Blood|COVID-19,Platelet,0.6890611541774333,1.0,0.9994881689343116,0.8831039113752068
Platelet@Schulte-Schrepping_2020_Blood|COVID-19,Platelet,0.6890611541774333,1.0,0.9994881689343116,0.8831039113752068
mucosal invariant T cell@COMBAT_2022_Blood|COVID-19,T&NK|T_MAIT,0.9548557586434706,0.7259333668173448,0.9933650053992724,0.8830415295009519
Kupffer@Aizarani_2019_Liver,Macrophage|LYVE1,0.8840875912408759,0.9905135754007197,0.7800988174125882,0.8807144370539404
NK_bright@Perez_2022_Blood|SLE,T&NK|NK_CD56,0.7580886758538047,0.9125495852866932,0.9840870874232572,0.879704212387284
Myeloid_c3_cDC1_CLEC9A@Wu_2021_Cancer|BRCA,Dendritic_classical|DC1,0.8333333333333334,0.8176100628930818,0.9948232337099884,0.8784228691351901
M2 skewed non-classical monocyte@Kim_2024_Blood|HCC,Monocyte|Non-classical,0.8115995567048393,0.955632883862549,0.8737570461224282,0.8783639962454682
Platelets@Stephenson_2021_Blood|COVID-19,Platelet,0.6777326106594399,0.9996668887408394,0.9983743561080352,0.8778137298819332
mast cell@Reichart_2022_Heart,Mast&Basophil,0.9995267392333176,0.7260226882090065,0.9315202045069492,0.8776316891637215
ILC3@Garrido-Trigo_2023_Intestine|IBD,T&NK|ILC,0.7582417582417582,0.9857142857142858,0.9040022603374585,0.8774911704448711
EC arterial@Sikkema_2023_Lung,Endothelial|Arterial,0.8782302800703559,0.8507208387942333,0.9014347081494596,0.8765497790503255
classical monocyte@COMBAT_2022_Blood|COVID-19,Monocyte|Classical_general,0.8021450932862886,0.8950152201041128,0.9377302497056854,0.8764364396789824
plasmablast@COMBAT_2022_Blood|COVID-19,Plasma,0.9931363424848767,0.6773784019677854,0.99998298552427,0.8762155242423519
CD56dim CD16+ NK@Kim_2024_Blood|HCC,T&NK|NK_CD56,0.8998073217726397,0.9769874476987448,0.7627445792101066,0.8752642943523695
neutrophil@Kumar_2023_Breast_scRNA,Neutrophil,0.9592760180995475,0.7019867549668874,0.9923448530662572,0.8742689252690653
gdT_1@Hao_2021_Blood,T&NK|T_gdT_TRDV2,0.8776678813118167,0.9108589951377634,0.8345645733233789,0.8738034748061807
T_Regulatory_B@Adams_2020_Lung|IPF,T&NK|T_CD4_RM_Treg,0.918918918918919,0.7319698600645855,0.9858024789853312,0.872007256967578
B09_GCB_RGS13@Wang_2023_Cancer|CRC,B_GC,0.7547169811320755,0.8810572687224669,0.995635207152158,0.871557749051312
Endothelial_ACKR1@Fan_2023_Cancer|CC,Endothelial|Venous_activated,0.8952122854561879,0.8453828108338665,0.8746115024852363,0.8714949545140578
Mo@Gur_2022_Blood|Scleroderma,Monocyte|Classical_general,0.9267725687717939,0.7550505050505051,0.9456528105991564,0.8714188771297775
lymphocyte@Reichart_2022_Heart,T&NK|T_CD4_N&CM,0.7081190960181752,0.9694687730211999,0.96290154747719,0.8711120177589675
T cells@Melms_2021_Lung,T&NK|T_CD4_N&CM,0.8160109844188407,0.9739223370146063,0.8296215115027925,0.870362381763331
T_Naive@Gur_2022_Blood|Scleroderma,T&NK|T_CD4_N&CM,0.9883845716810807,0.6770009080295758,0.9762684571323442,0.8676837994695697
LHS1@Reed_2024_Breast,Ductal|Gland_MUCL1,0.966176857850108,0.7283902578478008,0.9266464482043758,0.8671847028393618
cTNI23 (NK CD16A+)@Pelka_2021_Cancer|CRC,T&NK|NK_CD16,0.7889763779527559,0.8287841191066998,0.9949632636037542,0.8665044998025718
cM08 (AS-DC)@Pelka_2021_Cancer|CRC,Dendritic_classical|AS-DC,0.8404255319148937,0.8144329896907216,0.9489690250211668,0.8660351992612338
Alveolar macrophages@Sikkema_2023_Lung,Macrophage|Alveolar,0.9812957203556879,0.6948654852250874,0.9522636288163244,0.8659363034793387
CD14@Stephenson_2021_Blood|COVID-19,Monocyte|Classical_general,0.7622090482590306,0.9633794303698532,0.8823750737231915,0.8653163309396923
Progenitor cells@Terekhova_2023_Blood,Hematopoietic,0.6861761426978819,0.9564879564879565,0.9825673314444764,0.8639577012755545
microglial cell@Monavarfeshani_2023_Eye,Macrophage|CX3CR1,0.9383662636390445,0.7139331388826565,0.959178816440088,0.862931856267922
NK_56hi@Stephenson_2021_Blood|COVID-19,T&NK|NK_CD56,0.7166723783413297,0.9270752521334368,0.9612076804795116,0.861160885322124
NK_CD16hi@Madissoon_2022_Lung,T&NK|NK_CD16,0.8681616559881715,0.7441123666701869,0.9872414614968756,0.8607707545210522
muller cell@TabulaSapiens_2022_Multiple,Muller,0.7833333333333333,0.8197674418604651,0.9926998291240838,0.8606338168704116
DC_plasmacytoid@Madissoon_2022_Lung,Dendritic_plasmacytoid,0.6677018633540373,0.9555555555555556,0.9965679536453425,0.8599010564928602
migDC@Dominguez-Conde_2022_Multiple,Dendritic_classical|LAMP3,0.7442748091603053,0.8823529411764706,0.9678917327997884,0.8598066756181482
Goblet cell@Elmentaite_2020_Intestine|pIBD,Ductal|Goblet,0.8474737845567207,0.7888198757763976,0.9507559939289852,0.8597873740958524
NK_56hi@Stephenson_2021_Blood|COVID-19,T&NK|NK_CD56,0.7543574027963992,0.8729912445971406,0.9639671517462504,0.859441709545037
Platelets@Liu_2021_Blood|COVID-19,Platelet,0.6792611251049538,0.9363425925925926,0.9959856577743668,0.8588319804650291
Platelets@Liu_2021_Blood|COVID-19,Platelet,0.6792611251049538,0.9363425925925926,0.9959856577743668,0.8588319804650291
endothelial cell of artery@Kumar_2023_Breast_scRNA,Endothelial|Arterial,0.7829553371003948,0.9429477020602218,0.854168962560003,0.857543436659293
Ionocytes@Ziegler_2021_Nose|COVID-19,Ductal|Ionocyte,0.8370927318295739,0.9681159420289855,0.7749539233197213,0.8563650634906103
Ionocytes@Ziegler_2021_Nose|COVID-19,Ductal|Ionocyte,0.8370927318295739,0.9681159420289855,0.7749539233197213,0.8563650634906103
PV MYH11@Garcia-Alonso_2021_Endometrium,Mural|RERGL,0.9843934040047114,0.6687337467493498,0.9531828814166556,0.8561162154608969
PV MYH11@Garcia-Alonso_2021_Endometrium,Mural|RERGL,0.9843934040047114,0.6687337467493498,0.9531828814166556,0.8561162154608969
gamma-delta T cell@MacParland_2018_Liver,T&NK|NK_CD16,0.6362038664323374,0.9863760217983651,0.9998584043053214,0.8561025105030727
Basal-myoepithelial@Reed_2024_Breast,Squamous|Myoepithelial,0.8072277698525915,0.97335728756546,0.7983754761007971,0.856035658203541
Myocyte_MT1A@Fan_2023_Cancer|CC,Mural|FGF7,0.7836805555555556,0.8533081285444234,0.9372175667986762,0.8557793277170148
VSMC@Park_2020_Thymus,Mural|RERGL,0.6546990496304118,0.9943865276663993,0.9592620206556902,0.8547610635376617
Mono_NonClassical@Liu_2021_Blood|COVID-19,Monocyte|Non-classical,0.8469339990638165,0.8652957117806472,0.8518645581030193,0.8546629736557523
DP@Park_2020_Thymus,Hematopoietic,0.9833304178714384,0.6516621773671111,0.9733172402943346,0.8543952035421088
Platelet@Liu_2021_Blood|COVID-19,Platelet,0.6863029599535694,0.9124228395061729,0.9959463694465738,0.8543765586717206
cB1 (B IGD+IgM+)@Pelka_2021_Cancer|CRC,B_mature|Naive,0.844502907781778,0.862537123462028,0.8557056924293516,0.8542161712014935
Non-classical Monocyte@Schulte-Schrepping_2020_Blood|COVID-19,Monocyte|Non-classical,0.7652975691533948,0.9464409122322046,0.8570086193320445,0.8530405503571464
non-classical monocyte@Schulte-Schrepping_2020_Blood|COVID-19,Monocyte|Non-classical,0.7652975691533948,0.9464409122322046,0.8570086193320445,0.8530405503571464
myCAF@Shiao_2024_Breast|BRCA,Fibroblast|LRRC15,0.7680720639904314,0.9301136106459059,0.8684068169368286,0.8528782992965647
ILC_B@Adams_2020_Lung|IPF,T&NK|ILC,0.7579617834394905,0.85,0.9588110033710036,0.8516603226267276
Innate_lymphoid_B@Adams_2020_Lung|IPF,T&NK|ILC,0.7579617834394905,0.85,0.9588110033710036,0.8516603226267276
cS32 (Smooth Muscle)@Pelka_2021_Cancer|CRC,Mural|RERGL,0.9523269012485811,0.679902755267423,0.9510711585549846,0.8507761141945022
Endothelial CXCL12@Wu_2021_Cancer|BRCA,Endothelial|Arterial,0.6824817518248175,0.9288079470198676,0.9638293310702536,0.8485400949690975
Endothelial CXCL12@Wu_2021_Cancer|BRCA,Endothelial|Arterial,0.6824817518248175,0.9288079470198676,0.9638293310702536,0.8485400949690975
NK@Liu_2021_Blood|COVID-19,T&NK|NK_CD16,0.7818288002669781,0.7881192004709708,0.990173656705759,0.8481480087930857
Mono_NonClassical@Liu_2021_Blood|COVID-19,Monocyte|Non-classical,0.7823792123426715,0.9215686274509803,0.8456749188510895,0.8479745374726128
NK_CD56bright_CD16-@Dominguez-Conde_2022_Multiple,T&NK|NK_CXCR6,0.6972590429117053,0.972884012539185,0.8987086691099643,0.8479261928390266
erythrocyte@TabulaSapiens_2022_Multiple,Erythroid,0.7287350054525628,0.9566929133858267,0.8741885535907181,0.8478436427741761
Monocytes@Zhu_2020_Blood|COVID-19,Monocyte|Non-classical,0.8245341614906833,0.9925233644859813,0.7441697020134299,0.8476315740251364
non-classical monocyte@Kumar_2023_Breast_scRNA,Monocyte|Non-classical,0.7981927710843374,0.9718826405867971,0.777416428897438,0.8448736713370055
Arterial endothelial cells@Habermann_2020_Lung|COVID-19,Endothelial|Arterial,0.906064209274673,0.8860465116279069,0.7495181993072914,0.8442399370217868
T_Regulatory@Adams_2020_Lung|IPF,T&NK|T_CD4_RM_Treg,0.6229508196721312,0.9817007534983854,0.9809053787364376,0.8433735968953388
Arterial endothelial cells@Melms_2021_Lung,Endothelial|Arterial,0.9028815368196371,0.8942917547568711,0.7423775159482263,0.8431631214612828
Stellate@Aizarani_2019_Liver,Mural|RERGL,0.8073394495412844,0.9166666666666666,0.8097276641224443,0.843080148724163
gamma-delta T cell@COMBAT_2022_Blood|COVID-19,T&NK|T_gdT_TRDV2,0.6186847599164927,0.9700490998363339,0.9970117959070042,0.8426640712310796
T cells@Habermann_2020_Lung|COVID-19,T&NK|T_CD4_N&CM,0.6667889908256881,0.9751341681574239,0.9190658182699816,0.842299358013349
Kupffer cell@MacParland_2018_Liver,Macrophage|LYVE1,0.9604221635883905,0.7551867219917012,0.8211652312102418,0.8413609615948942
T cell@Monavarfeshani_2023_Eye,T&NK|T_CD4_N&CM,0.6308117617491832,0.9816190848650762,0.9615588929810536,0.8412780443562428
Basal@Madissoon_2022_Lung,Squamous|Basal,0.8206054351565187,0.7814905814905815,0.9248902789691732,0.840200206765747
"naive thymus-derived CD8-positive, alpha-beta T cell@Schulte-Schrepping_2020_Blood|COVID-19",T&NK|T_CD8_N&CM,0.6834688346883468,0.9085014409221902,0.9533238624757236,0.8396435061608452
CD8+ T naive@Schulte-Schrepping_2020_Blood|COVID-19,T&NK|T_CD8_N&CM,0.6834688346883468,0.9085014409221902,0.9533238624757236,0.8396435061608452
Naive T cells@Zhu_2020_Blood|COVID-19,T&NK|T_CD4_N&CM,0.9587036469506589,0.6275325977933801,0.9835378113475802,0.8395319787603185
pancreatic ductal cell@TabulaSapiens_2022_Multiple,Ductal|Pancreatobiliary_ductal,0.779103249691485,0.8732134624250807,0.8696245349605627,0.8394904130334715
Macro_alv@Madissoon_2022_Lung,Macrophage|Alveolar,0.934027371622412,0.7345230429583295,0.861602703674046,0.8392487319663938
ATII@Adams_2020_Lung|IPF,Ductal|AT2,0.9030547841454178,0.7069169960474309,0.9247829815338104,0.8388946988539117
gd IEL@Garrido-Trigo_2023_Intestine|IBD,T&NK|T_CD8_KLRC2,0.7774936061381074,0.9129129129129129,0.8296806018386875,0.83819623202167
Endo@Park_2020_Thymus,Endothelial|Venous_activated,0.7065878671997219,0.9876093294460642,0.8431737110507636,0.8379590692721308
BMYO1@Reed_2024_Breast,Squamous|Myoepithelial,0.803484737647137,0.9236649975153854,0.7923435157058598,0.8377900703002066
Ciliated Epithelia@Garcia-Alonso_2021_Endometrium,Ciliated,0.9856115107913669,0.5956521739130435,0.9976584965537436,0.8366814387392727
lung ciliated cell@TabulaSapiens_2022_Multiple,Ciliated,0.9136212624584718,0.6380510440835266,0.9999999851923728,0.8353603769235879
Mural cell@Kanemaru_2023_Heart,Mural|CD36,0.7696499765758703,0.9986849614172643,0.7557589828927321,0.834388601949045
CD14 Mono@Hao_2021_Blood,Monocyte|Classical_general,0.6766809447086101,0.9752499079659049,0.8780143088206556,0.8336821178913587
CD14 Mono@Hao_2021_Blood,Monocyte|Classical_general,0.676645176507587,0.9748534534024297,0.8780178122994525,0.8335555556598941
PB_Plasmablasts_CD34pos@Liu_2021_Blood|COVID-19,Hematopoietic,0.9669117647058824,0.6247030878859857,0.9586154064548976,0.8334923802316907
B naive@Schulte-Schrepping_2020_Blood|COVID-19,B_mature|Naive,0.8705071393402265,0.728171334431631,0.9126859940089622,0.8332508534632423
naive B cell@Schulte-Schrepping_2020_Blood|COVID-19,B_mature|Naive,0.8705071393402265,0.728171334431631,0.9126859940089622,0.8332508534632423
Endothelial cells-2@Hirz_2023_Cancer|PRC,Endothelial|Arterial,0.6828193832599119,0.9309309309309309,0.9097245417150912,0.8331267341174827
TA@Elmentaite_2021_Intestine,Ductal|Gastrointestinal_common,0.9498677704955731,0.7352914997774811,0.8271534320878426,0.8328553717466687
Epi-Squamous@Ren_2021_Blood|COVID-19,Ductal|KLK7,0.7233389168062535,0.8680067001675041,0.9192346457805576,0.8325885444505484
gdT@Stephenson_2021_Blood|COVID-19,T&NK|T_gdT_TRDV2,0.6063229205871283,0.9656343656343657,0.9845921484104312,0.8322574456216756
myeloid cell@Reichart_2022_Heart,Macrophage|LYVE1,0.8296689809944596,0.8357499867540312,0.8311350382577976,0.8321806392399561
neutrophil@Schulte-Schrepping_2020_Blood|COVID-19,Neutrophil,0.9809624537281861,0.585912823752369,0.9995945177368608,0.8313229142206862
Neutrophil@Schulte-Schrepping_2020_Blood|COVID-19,Neutrophil,0.9809624537281861,0.585912823752369,0.9995945177368608,0.8313229142206862
NK_CD16hi@Liu_2021_Blood|COVID-19,T&NK|NK_CD16,0.8435160589229654,0.6855164292923629,0.9920301254878954,0.8308934993627446
effector CD8+ T_1@Kim_2024_Blood|HCC,T&NK|T_CD8_EMRA,0.8559620596205962,0.8342577918647649,0.8002960236252294,0.8298542360888971
CD8.Naive@Stephenson_2021_Blood|COVID-19,T&NK|T_CD8_N&CM,0.650168404170008,0.9083127940846963,0.9667406110646132,0.8295777301482634
Memory B@Elmentaite_2021_Intestine,B_mature,0.9374398460057748,0.6191989828353465,0.983427664269622,0.8295425898438586
Macrophage_Alveolar@Adams_2020_Lung|IPF,Macrophage|Alveolar,0.964430376351297,0.7598245892111798,0.7787234438873185,0.8294479881462966
Endothelia_vascular_arterial_pulmonary@Madissoon_2022_Lung,Endothelial|Arterial,0.9313996316758748,0.6754590984974959,0.9048460882329528,0.8287749394467618
B memory@Hao_2021_Blood,B_mature|Memory_switched,0.9054878048780488,0.6823308270676691,0.920428705234036,0.8284937774809124
AT2@Melms_2021_Lung,Ductal|AT2,0.9919760162243189,0.7276843467011643,0.7869224383077068,0.8281812196425801
NK_2@Hao_2021_Blood,T&NK|NK_CD16,0.994423273538433,0.5735191637630662,0.9941821060363976,0.827678585322621
inflammatory macrophage@MacParland_2018_Liver,Monocyte|Classical_general,0.6851168511685117,0.9806338028169014,0.8425628986218577,0.8272268333818428
NK_CD56bright@Hao_2021_Blood,T&NK|NK_CD56,0.9289871944121071,0.6328310864393338,0.9573469982858772,0.8256366646386043
B@Gur_2022_Blood|Scleroderma,B_mature|Naive,0.7928286852589641,0.9627837737253443,0.7356379350366458,0.8250065779493841
Ciliated@Chan_2021_Lung|SCLC,Ciliated,0.8706624605678234,0.6441073512252042,0.9998794688733308,0.8246162880053145
Muscle_pericyte_parenchyma@Madissoon_2022_Lung,Mural|LAMC3,0.8123620309050773,0.8376327769347496,0.8240101715168314,0.8246037094751457
other@Hao_2021_Blood,Platelet,0.5713471945314725,0.9945463559742191,0.9867563680289976,0.8246032126829056
B_Naive@Liu_2021_Blood|COVID-19,B_mature|Naive,0.7943727637428168,0.792353863624074,0.8896298706159955,0.8242348259768143
natural killer cell@MacParland_2018_Liver,T&NK|NK_CXCR6,0.610655737704918,0.916923076923077,0.9996792276976362,0.8241317978816504
pDC@Gur_2022_Blood|Scleroderma,Dendritic_plasmacytoid,0.6666666666666666,0.851063829787234,0.9855965554146636,0.823866196119452
mature NK T cell@Kumar_2023_Breast_scRNA,T&NK|T_CD8_EMRA,0.7994419253575166,0.739593417231365,0.9443999216513416,0.8234652938735089
Activated endothelium@Garrido-Trigo_2023_Intestine|IBD,Endothelial|Venous_activated,0.8141592920353983,0.8679245283018868,0.7898861878215289,0.8233515142188288
Treg@Elmentaite_2020_Intestine|pIBD,T&NK|T_CD4_RM_Treg,0.5985401459854015,0.9761904761904762,0.953876165641419,0.8229496842524229
macrophage@Monavarfeshani_2023_Eye,Macrophage|LYVE1,0.6629408842523596,0.9910880059413294,0.8481488035229946,0.8229112996404377
Myeloid_c0_DC_LAMP3@Wu_2021_Cancer|BRCA,Dendritic_classical|LAMP3,0.648854961832061,0.9550561797752809,0.8981076084395913,0.822561366941635
BEST4+ epithelial@Elmentaite_2021_Intestine,Ductal|BEST4,0.7891156462585034,0.9161603888213852,0.7688844526897195,0.8222257648264597
Migratory DCs@Sikkema_2023_Lung,Dendritic_classical|LAMP3,0.7371794871794872,0.8127208480565371,0.9271026756962124,0.8220170500708281
Mono_Nonclassical@Liu_2021_Blood|COVID-19,Monocyte|Non-classical,0.711701734957549,0.9220468675274988,0.8457441161412437,0.8217946988889767
class switched memory B cell@Kumar_2023_Breast_scRNA,B_mature,0.9954167860211973,0.5585918662594438,0.9968829486425844,0.8214502102327248
NK_CD56bright@Hao_2021_Blood,T&NK|NK_CD56,0.9291617473435655,0.6211523283346487,0.9579651330515286,0.8207540743299953
Plasma@Gur_2022_Blood|Scleroderma,Plasma,0.8389830508474576,0.66,0.9977026702332992,0.8205393615286704
vascular associated smooth muscle cell@Monavarfeshani_2023_Eye,Mural|RERGL,0.7057356608478803,0.948073701842546,0.8254021952237778,0.8204458592952366
LEC6 (ADAMTS4+)@Elmentaite_2021_Intestine,Endothelial|Lymphatic_LYVE1,0.9979550102249489,0.5545454545454546,0.993956420455444,0.819354453682448
AT2@Habermann_2020_Lung|COVID-19,Ductal|AT2,0.776416539050536,0.7660652386454537,0.9190072161975442,0.817635649107359
AT2@Habermann_2020_Lung|COVID-19,Ductal|AT2,0.776416539050536,0.7660652386454537,0.9190072161975442,0.817635649107359
naive b cell@TabulaSapiens_2022_Multiple,B_mature|Naive,0.8905487353941725,0.6531077123332248,0.9397288806063744,0.8176140752224336
MAIT@Stephenson_2021_Blood|COVID-19,T&NK|T_MAIT,0.6377468910021946,0.8813182369591589,0.9709588772946626,0.8171980367841954
intestinal tuft cell@TabulaSapiens_2022_Multiple,Ductal|Tuft,0.6839378238341969,0.9496402877697842,0.8351768787363864,0.8155515271354461
Myocyte@Fan_2023_Cancer|CC,Mural|RERGL,0.5893104129618653,0.9940009998333611,0.9259917541115392,0.8155414115545128
Myocyte@Fan_2023_Cancer|CC,Mural|RERGL,0.5893104129618653,0.9940009998333611,0.9259917541115392,0.8155414115545128
CD8_Tc1@Reed_2024_Breast,T&NK|T&NK_HSP,0.688337801608579,0.8872570194384449,0.885903868087403,0.8148529098670583
erythrocyte@MacParland_2018_Liver,Erythroid,0.5806451612903226,0.9310344827586207,0.9999340294632733,0.8146091963481302
B_cell@Stephenson_2021_Blood|COVID-19,B_mature|Naive,0.6614546705968608,0.9918777625703965,0.8232737316849502,0.8143932521234544
MAIT@Liu_2021_Blood|COVID-19,T&NK|T_MAIT,0.7225270418560903,0.753966955668248,0.9909726141809588,0.8142467310870055
CD8_Va7.2@Liu_2021_Blood|COVID-19,T&NK|T_MAIT,0.7225270418560903,0.753966955668248,0.9909726141809588,0.8142467310870055
Endothelial Lymphatic LYVE1@Wu_2021_Cancer|BRCA,Endothelial|Lymphatic_LYVE1,0.5517241379310345,0.9911504424778761,0.9853113142873896,0.8137262845737986
Endothelial Lymphatic LYVE1@Wu_2021_Cancer|BRCA,Endothelial|Lymphatic_LYVE1,0.5517241379310345,0.9911504424778761,0.9853113142873896,0.8137262845737986
B@Fan_2023_Cancer|CC,B_mature|HSP,0.6305436337625179,0.9974540311173975,0.8564950675912304,0.8136624994598085
B cells@Terekhova_2023_Blood,B_mature|Naive,0.5748177730611334,0.9993445329190134,0.9370036480597456,0.8134463288670778
B01_plasma_IGKC@Wang_2023_Cancer|CRC,Plasma,0.9978170175608809,0.5376672940192389,0.9999964288925296,0.812557914865458
