,Organ,Ductal|Gland_MUCL1,Ductal|DEFB4A,T&NK|T&NK_ISG,T&NK|T_CD8_exhausted,T&NK|T_MAIT,T&NK|T_CD8_EMRA,T&NK|T_CD8_EM,T&NK|T_CD4_N&CM,T&NK|T_gdT_TRDV2,T&NK|T_CD8_MHCII,T&NK|NK_CD56,T&NK|T_CD8_N&CM,T&NK|NK_CD16,T&NK|T_CD4_EM_Th22,T&NK|T_CD4_EM_Tfh,T&NK|T_CD4_EM_Treg,T&NK|T_gdT_TRDV1,Monocyte|Classical_general,Monocyte|ISG,Monocyte|Non-classical,Monocyte|Intermediate,B_mature|Naive,B_mature|Memory_switched,B_mature|Memory_unswitched,B_mature|Memory_atypical,Dendritic_classical|DC3,Dendritic_classical|DC2,Dendritic_classical|DC1,Ductal|Gland_LTF,Fibroblast|IL6,Fibroblast|HSP,Fibroblast|Universal,Fibroblast|KLK1,Endothelial|Venous_activated,Endothelial|Capillary_activated,Endothelial|Arterial,Endothelial|Capillary_general,Endothelial|Lymphatic_LYVE1,Endothelial|Venous_general,Squamous|Myoepithelial,T&NK|T_CD8_activated,T&NK|T_CD4_activated,T&NK|T_CD8_RM,T&NK|T_CD4_RM_Th1,Mural|FGF7,Mural|RERGL,Mural|CD36,Ductal|Enterocyte,Ductal|Gastrointestinal_common,Ductal|Goblet,Ductal|Tuft,T&NK|T_CD4_RM_Th17,T&NK|T&NK_HSP,T&NK|T_CD4_EM_Th1,T&NK|ILC,T&NK|T_CD4_Eff_IL17,T&NK|NK_CXCR6,Endothelial|Sinusoidal,Endothelial|BMP4,Endothelial|Venous_C7,Macrophage|LYVE1,Macrophage|EREG,Monocyte|Classical_IL1R2,Monocyte|HSP,Endothelial|CXCR4,Macrophage|CX3CR1,Monocyte|Classical_CCL4,Monocyte|Classical_FABP5,Ductal|Pancreatobiliary_ductal,Ductal|Pancreatobiliary_acinar,Dendritic_classical|FCGR3A,Dendritic_classical|EGR,Dendritic_classical|LAMP3,B_mature|CCL4,B_mature|HSP,T&NK|T_CD4_EM_Th2,Endothelial|Capillary_BBB,Mural|SPINT2,Fibroblast|CST2,Fibroblast|Alveolar,Fibroblast|LRRC15,T&NK|T_CD4_CXCL13,T&NK|T_CD4_RM_Treg,Dendritic_classical|ISG,Macrophage|Alveolar,Dendritic_classical|EREG,Dendritic_classical|AS-DC,Mural|TNFAIP6,Squamous|Eccrine,Squamous|Keratinocyte_basal,Squamous|Keratinocyte_spinous,Squamous|MHCII,Fibroblast|GREM2,Fibroblast|IL24,Fibroblast|CLDN1,Macrophage|MATK,Squamous|Corneal,Ductal|Conjunctival,Ductal|KLK7,Ductal|Club,Fibroblast|Corneal,Fibroblast|COX15,Macrophage|HSP,Fibroblast|CD36,Fibroblast|Chondrocyte,Squamous|Keratinocyte_granular,Squamous|HFSC,Endothelial|Venous_ISG,Fibroblast|CCL19,Fibroblast|Dermal-sheath,Ductal|Gland_CA6,T&NK|T_CD8_KLRC2,Endothelial|Capillary_aerocyte,Mural|LAMC3,Ductal|Ependymal,Dendritic_classical|HSP,Dendritic_classical|ACY3,B_mature|EGR,Fibroblast|SYT1,Macrophage|ISG,Fibroblast|ISG,Squamous|Ciliary,T&NK|T_CD4_EM_Th17,B_mature|ISG,Fibroblast|COCH,Endothelial|Lymphatic_HGF,Ductal|Proximal-tubule,Ductal|Ionocyte,Ductal|Thick-ascending,Ductal|Collecting-duct,Endothelial|Venous_DPEP1,Fibroblast|ITGB8,Dendritic_classical|Langerhans,Ductal|AT2,Ductal|AT1,Fibroblast|CLEC14A,Mural|ISG,Squamous|Keratinocyte_activated,Ductal|Submucosal_mucous,Ductal|Submucosal_serous,Squamous|Basal,T&NK|T_CD4_Eff_IL13,Fibroblast|Satellite,Ductal|Gland_SOX17,Ductal|BEST4,Ductal|Colonocyte,Fibroblast|NRG1,Fibroblast|ADAMDEC1,Squamous|McSC,B_mature|GBP,Dendritic_classical|CXCL9,Squamous|cTEC,Ductal|Urothelial,Endothelial|Venous_CXCL10,Ductal|AT0,Ductal|Trophoblast_extravillous,Squamous|Sebaceous,Ductal|Trophoblast_villous,Squamous|Trophoblast,Ductal|thin-limb,Mural|ROBO2,Squamous|Umbrella,Ductal|Gastric,Ductal|Gingival,T&NK|T_CD4_Eff_IFNG
GSE156776_D1,Intestine,,,0.012244897959183673,,,0.08163265306122448,0.04897959183673469,0.05714285714285714,,,,,0.061224489795918366,,,,,,,,,0.36538461538461536,0.038461538461538464,0.5,,,,,,,,0.8407960199004975,,0.16483516483516483,0.02197802197802198,0.10989010989010989,0.2857142857142857,0.0989010989010989,0.31868131868131866,,0.35918367346938773,0.2530612244897959,0.012244897959183673,0.04897959183673469,0.20388349514563106,0.5631067961165048,0.1262135922330097,,,,,,,0.044897959183673466,,,0.02040816326530612,,,,0.5777777777777777,0.39444444444444443,,,,0.027777777777777776,,,,,,,,0.038461538461538464,,,,0.10679611650485436,,0.15671641791044777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024875621890547263,,,,,,,,,0.057692307692307696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE156776_H1,Intestine,,,,0.02976190476190476,,,0.07738095238095238,0.03571428571428571,,,0.06547619047619048,,0.10714285714285714,,,,,,,,,,,,,,,,,0.1978021978021978,,0.8021978021978022,,0.5034965034965035,,,0.24475524475524477,,0.2517482517482518,,0.2619047619047619,0.06547619047619048,,0.09523809523809523,0.5120481927710844,0.2710843373493976,0.21686746987951808,,,,,0.07142857142857142,,0.07142857142857142,,0.023809523809523808,0.07142857142857142,,,,0.7093023255813954,0.26744186046511625,,,,0.011627906976744186,1.0,,,,,,,,,,,,,,,,,,0.011627906976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-Unknown_CD-1813-4,Intestine,,,,,0.00983946141895391,0.004660797514241326,0.07560849300880373,0.41170378042465045,,,,0.10020714655618851,,,0.013982392542723977,0.03625064733298809,0.002589331952356292,,,,,,,,,,,,,,,,,,,,,,,,0.1090108751941999,0.08259968928016571,,0.0028482651475919213,,,,,,,,,,0.09735888140859658,,0.008285862247540134,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04505437597099948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-Unknown_CD-1813-6,Intestine,,,,,0.00855386260358193,,,0.13819834268912057,,,,,,,0.010157711841753542,0.0018711574445335472,,,,,,,,,,,,,,,,,,,,,,,,,0.2916332531408714,0.15985030740443731,0.04838278535151029,0.002673082063619353,,,,,,,,0.023790430366212242,0.006950013365410318,0.17669072440523925,,0.015771184175354183,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03261160117615611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08286554397219995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-D-1818-3,Intestine,,,,,0.012795058460180895,0.024487094639311716,,0.2214868740348555,,,,,,,0.00772115596735054,0.014780498566071035,,,,,,,,,,,,,,,,,,,,,,,,,0.4189278623428193,0.20648577101257445,,0.008824178248400618,,,,,,,,0.024487094639311716,0.006838738142510479,0.00044120891242003087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05272446503419369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-D-1818-5,Intestine,,,,0.030555555555555555,,0.0325,0.008888888888888889,0.2644444444444444,,,,,,,,0.03222222222222222,,,,,,,,,,,,,,,,,,,,,,0.38095238095238093,0.6190476190476191,,0.3036111111111111,0.14833333333333334,0.01972222222222222,0.0030555555555555557,,,,,,,,0.042777777777777776,0.03777777777777778,0.006111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-Unknown_CD-1813-1,Intestine,,,,0.023726851851851853,,0.05555555555555555,0.046875,0.38136574074074076,,,,0.10706018518518519,0.012152777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.016203703703703703,,,,,,,,,,,,0.08680555555555555,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,0.03530092592592592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-Unknown_CD-1813-2,Intestine,,,,,,0.013513513513513514,,0.09196696696696696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42004504504504503,,,,,,,,,0.01126126126126126,,,,0.03190690690690691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4313063063063063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE157477_H_ZF-CD-1818-1,Intestine,,,,0.03219315895372234,0.035546613011401745,0.13883299798792756,0.07243460764587525,0.15627095908786048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4983232729711603,,,,,,,,,0.022132796780684104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02749832327297116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01676727028839705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST05-1,Blood,,,,0.06074766355140187,0.056074766355140186,0.2336448598130841,0.12149532710280374,0.3598130841121495,0.02336448598130841,,0.028037383177570093,,0.014018691588785047,0.009345794392523364,,,0.018691588785046728,,,,,,,,,0.10281280310378274,0.7963142580019399,0.1008729388942774,,,,,,,,,,,,,,,,0.03271028037383177,,,,,,,,,,,0.02336448598130841,,,,,,,,,,,,,,,,,,,,,0.018691588785046728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST06,Blood,,,,,0.04466501240694789,0.04714640198511166,0.6674937965260546,0.16377171215880892,,0.062034739454094295,0.01488833746898263,,,,,,,,,,,,,,,0.09457236842105263,0.7532894736842105,0.15213815789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST11-1,Blood,,,,,0.039473684210526314,,0.2236842105263158,0.4342105263157895,,0.039473684210526314,0.07894736842105263,,0.09210526315789473,,,,,,,,,,,,,0.28802588996763756,0.45168747110494684,0.2487286176606565,,,,,,,,,,,,,0.039473684210526314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,0.01155802126675913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST15-1,Blood,,,,,0.0705521472392638,0.0736196319018405,0.06748466257668712,0.6932515337423313,,,0.03987730061349693,,0.05521472392638037,,,,,,,,,,,,,0.17264957264957265,0.615042735042735,0.2123076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST19,Blood,,,,,0.012269938650306749,0.1165644171779141,0.18404907975460122,0.5214723926380368,,,0.03680981595092025,,0.0736196319018405,,0.018404907975460124,,,,,,,,,,,0.2042205582028591,0.6916269571136828,0.10415248468345814,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03680981595092025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST20,Blood,,,,,,0.14,,0.54,,,,0.06,0.12,0.03,0.04,,,,,,,,,,,0.12994350282485875,0.739406779661017,0.11440677966101695,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,0.016242937853107344,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE164493_ST21,Blood,,,,,0.02,0.22,0.06,0.59,,,,,0.08,,,,,,,,,,,,,0.07692307692307693,0.8500874125874126,0.0729895104895105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C24,Blood,,,,,0.06353084911423336,0.08368967623701894,0.056200366524129505,0.614233353695785,0.05986560781918143,,0.015271838729383017,0.057727550397067805,0.04581551618814905,,0.0036652412950519244,,,0.8256048387096774,0.047379032258064516,0.08568548387096774,0.04133064516129032,0.33116883116883117,0.43506493506493504,0.11363636363636363,0.12012987012987013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C26,Blood,,,,,0.02830957230142566,0.031568228105906315,0.04012219959266802,0.6030549898167006,0.010997963340122199,,0.019959266802443993,0.05865580448065173,0.1735234215885947,0.021181262729124236,0.001629327902240326,0.010997963340122199,,0.8455843469063987,0.01639344262295082,0.10999471179270227,0.028027498677948175,0.42696629213483145,0.4333868378812199,0.13964686998394862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C27_bis,Blood,,,,,0.024658506297676068,0.07202412630832003,0.03689905978357282,0.48075217314174207,0.03157708000709597,,0.01738513393649104,0.06900833776831648,0.2676955827567855,,,,,0.8141993957703928,,0.16993957703927492,0.015861027190332326,0.8213649851632048,0.14421364985163204,0.020771513353115726,0.013649851632047478,0.36428571428571427,0.6357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C28,Blood,,,0.00564607194708824,,0.02468140022584288,0.004516857557670592,0.008388449749959672,0.599128891756735,0.00935634779803194,,0.0698499758025488,0.17212453621551863,0.06000967898048072,,,,,0.7198795180722891,0.06927710843373494,,0.06701807228915663,0.6486146095717884,0.04030226700251889,0.3110831234256927,,0.5555555555555556,0.4,,,,,,,,,,,,,,,0.04629778996612357,,,,,,,,,,,,,,,,,,,,,,,,,,0.1438253012048193,,,,,,,,,,,,,,,,0.011111111111111112,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C29,Blood,,,,0.005559416261292564,0.021542738012508687,,,0.5922515635858235,,,0.024322446143154968,0.05055594162612926,0.14107018763029883,,,0.00660180681028492,,0.073992673992674,,0.09047619047619047,,0.5457063711911357,,0.45429362880886426,,0.20168067226890757,0.025210084033613446,0.06722689075630252,,,,,,,,,,,,,0.029360667129951355,0.09572619874913134,,,,,,,,,,,,,0.0010423905489923557,,0.031966643502432245,,,,,,,,,,,0.8355311355311356,,,,0.008403361344537815,,,,,,,,,,,,,,0.6974789915966386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C30,Blood,,,,,0.03112391930835735,0.12891450528338136,0.030355427473583094,0.4806916426512968,,,0.013064361191162345,0.13025936599423632,0.1611911623439001,0.009798270893371758,0.006532180595581172,0.008069164265129682,,0.8693181818181818,0.05113636363636364,0.04788961038961039,0.03165584415584415,0.7192716236722306,0.24279210925644917,0.03793626707132018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C31,Blood,,,0.0185607294041029,,0.02702702702702703,0.012699446434386193,,0.7942038423966135,,,,0.047215890589384565,0.10029306414848584,,,,,0.3413089373680507,,0.09078114004222379,,0.4456140350877193,0.015789473684210527,0.5385964912280702,,0.26153846153846155,0.3384615384615385,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5679099225897255,,,,,,,,,,,,,,,,,,0.3230769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C32,Blood,,,,,,0.01156336725254394,0.012950971322849213,0.18362627197039777,0.012025901942645698,,0.11193339500462535,0.016651248843663275,0.6503237742830712,,,,,0.4544334975369458,0.35591133004926107,0.14285714285714285,0.046798029556650245,0.6980994152046783,0.1476608187134503,0.10124269005847954,0.05299707602339181,0.3939393939393939,0.2727272727272727,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009250693802035153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_C39,Blood,,,,,0.06096897114861187,0.02286336418072945,,0.5617855198693522,,,,0.059880239520958084,0.20468154599891128,,0.004354926510615134,,,0.30501089324618735,,0.0784313725490196,,0.8896174863387978,,0.11038251366120219,,,,,,,,,,,,,,,,,0.03429504627109418,0.05117038649972782,,,,,,,,,,,,,,,,,,,,,,,,,0.032679738562091505,0.5838779956427015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P3,Blood,,,0.026074700493305146,,0.026779422128259338,0.046511627906976744,,0.5623678646934461,,,0.0204369274136716,,0.12121212121212122,,0.0204369274136716,,,0.05693069306930693,,0.019801980198019802,,0.6997084548104956,,0.30029154518950435,,,,,,,,,,,,,,,,,0.05919661733615222,0.11698379140239605,,,,,,,,,,,,,,,,,,,,,,,,,0.009900990099009901,0.9133663366336634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P5,Blood,,,,,,,,0.8143712574850299,,,0.007348938486663037,0.0623298856831791,0.051714752313554706,,,,,0.04608294930875576,,0.08294930875576037,,0.9221789883268483,,0.07782101167315175,,,,,,,,,,,,,,,,,0.017419706042460535,0.046815459989112684,,,,,,,,,,,,,,,,,,,,,0.01152073732718894,,,,0.029953917050691243,0.8294930875576036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P8,Blood,,,,,,,,0.9207244655581948,,,0.0056413301662707836,0.0332541567695962,0.025831353919239904,,0.0023752969121140144,,,0.06403940886699508,,,,0.8497983870967742,,0.1502016129032258,,,,,,,,,,,,,,,,,0.0035629453681710215,0.0086104513064133,,,,,,,,,,,,,,,,,,,,,,,,,0.03940886699507389,0.896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P12,Blood,,,,,0.016921397379912665,0.018013100436681223,,0.5676855895196506,,,0.025109170305676855,0.0982532751091703,0.17194323144104803,,,0.015283842794759825,,0.051490514905149054,0.7371273712737128,,,0.811529933481153,0.03991130820399113,0.13082039911308205,0.017738359201773836,,,,,,,,,,,,,,,,,0.08679039301310043,,,,,,,,,,,,,,,,,,,,,,,,,0.02710027100271003,0.1842818428184282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P13,Blood,,,,,,0.004050073637702504,,0.7345360824742269,,,0.0062592047128129605,0.047496318114874814,0.15058910162002945,,,,,0.032766990291262135,,0.1953883495145631,0.04247572815533981,0.9208006962576153,,0.07919930374238468,,,,,,,,,,,,,,,,,0.017673048600883652,0.03939617083946981,,,,,,,,,,,,,,,,,,,,,,,,,,0.7293689320388349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P17,Blood,,,,,0.03222877893781208,0.033590558329550615,0.020426690876078075,0.5211075805719474,0.024965955515206535,,,0.16477530640036314,0.16295960054471176,,,0.02451202905129369,0.015433499773036768,0.3040816326530612,0.636734693877551,0.05918367346938776,,0.6045576407506702,0.23726541554959785,0.013404825737265416,0.01876675603217158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1260053619302949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P20,Blood,,,,0.25386433897072197,0.01873067830514639,0.20912893253318784,0.004546281142025823,0.24549918166939444,0.026368430623749772,0.08474268048736133,,0.008365157301327515,0.03055100927441353,,0.10020003637024914,,,0.24358974358974358,0.717948717948718,,,0.6286919831223629,0.16455696202531644,0.1350210970464135,0.07172995780590717,,,,,,,,,,,,,,,,,0.01800327332242226,,,,,,,,,,,,,,,,,,,,,,,,,0.029914529914529916,0.008547008547008548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P23,Blood,,,,,,0.02623360399750156,,0.8931917551530294,,,,,0.0231105559025609,,0.006246096189881324,,,0.272975432211101,,0.040036396724294813,,0.9602836879432625,,0.03971631205673759,,,,,,,,,,,,,,,,,,0.05121798875702686,,,,,,,,,,,,,,,,,,,,,,,,,,0.6869881710646042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P43,Blood,,,,,0.02270577105014191,0.041627246925260174,,0.8814254178492589,,,0.007883948281299276,,0.03090507726269316,,,,,0.1731669266770671,,0.07644305772230889,,0.4817880794701987,0.011589403973509934,0.4917218543046358,0.014900662251655629,,,,,,,,,,,,,,,,0.00946073793755913,0.005991800693787449,,,,,,,,,,,,,,,,,,,,,,,,,,0.750390015600624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE167029_P47,Blood,,,,,0.013612352702153597,0.13307598537180007,0.005282405526208858,0.6873222267370988,,,0.0077204388459975615,,0.09813084112149532,,,,,0.12681912681912683,,0.05405405405405406,0.04158004158004158,0.7367021276595744,,0.2632978723404255,,,,,,,,,,,,,,,,,0.02031694433157253,0.034538805363673306,,,,,,,,,,,,,,,,,,,,,,,,,,0.7775467775467776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE173303_A7-5GE,Fluid_synovial,,,0.03204476093591048,0.056459816887080364,,0.11241098677517802,0.02034587995930824,0.4170905391658189,0.07324516785350967,,0.013224821973550356,,0.014750762970498474,,,,,0.25477707006369427,0.6942675159235668,,,,,,,,,0.06329113924050633,,,,,,,,,,,,,0.049338758901322485,,,0.04577822990844354,,,,,,,,,,,,,,,,,,,,0.01910828025477707,,,,0.03184713375796178,,,0.27848101265822783,,0.5822784810126582,,,,,,,,,,0.16531027466937945,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,0.9642857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0759493670886076,,,,,,,,,,,,,,
GSE173303_A40-5GE,Fluid_synovial,,,0.015964240102171137,0.1277139208173691,,0.010217113665389528,0.10153256704980843,0.24393358876117496,0.027458492975734355,0.010217113665389528,0.014687100893997445,,,,,0.02234993614303959,,0.07262569832402235,0.9273743016759777,,,,,,,,,,,,,,,,,,,,,,0.2247765006385696,0.042784163473818644,0.012132822477650063,0.04533844189016603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.06385696040868455,,0.02247191011235955,,,,,,,,,,,0.011235955056179775,,,,,,,0.06741573033707865,,,,,,,,,,,,,,,,,0.898876404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE173303_45-5GE,Fluid_synovial,,,,0.08679324014187356,0.040475693720008345,,0.20780304610890882,0.19340705195076152,0.007928228666805759,0.0557062382641352,0.06801585645733361,,,0.0022950135614437724,0.02461923638639683,0.02962653870227415,,,,,,,,,,,0.006514657980456026,0.6009771986970684,,,,,,,,,,,,,0.05654078865011475,0.06238264135197163,0.019820571667014397,0.02315877321093261,,,,,,,,,0.015856457333611518,,,,,,,,0.03167420814479638,0.08144796380090498,,,,0.013574660633484163,,,,,0.26547231270358307,,0.05863192182410423,,,,,,,,,0.010431879824744418,0.0951387440016691,,0.04072398190045249,,,,,,,,,,,0.48868778280542985,,,,,,,0.2081447963800905,,,,,,,,,,,,,,,,,0.13574660633484162,,,,,,,,,,,,,0.06840390879478828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
